Date,Price,Open,High,Low,Vol.,Change %
26/11/24,"1,056.00","1,056.00","1,056.00","1,056.00",,-1.12%
25/11/24,"1,068.00","1,068.00","1,068.00","1,068.00",,-1.39%
22/11/24,"1,083.00","1,083.00","1,083.00","1,083.00",,-2.08%
21/11/24,"1,106.00","1,106.00","1,106.00","1,106.00",,-2.81%
20/11/24,"1,138.00","1,138.00","1,138.00","1,138.00",,-2.82%
19/11/24,"1,171.00","1,171.00","1,171.00","1,171.00",,-2.58%
18/11/24,"1,202.00","1,202.00","1,202.00","1,202.00",,-0.83%
15/11/24,"1,212.00","1,212.00","1,212.00","1,212.00",,-0.08%
14/11/24,"1,213.00","1,213.00","1,213.00","1,213.00",,0.41%
13/11/24,"1,208.00","1,208.00","1,208.00","1,208.00",,1.17%
12/11/24,"1,194.00","1,194.00","1,194.00","1,194.00",,1.02%
11/11/24,"1,182.00","1,182.00","1,182.00","1,182.00",,0.51%
08/11/24,"1,176.00","1,176.00","1,176.00","1,176.00",,-0.17%
07/11/24,"1,178.00","1,178.00","1,178.00","1,178.00",,-0.59%
06/11/24,"1,185.00","1,185.00","1,185.00","1,185.00",,-0.50%
05/11/24,"1,191.00","1,191.00","1,191.00","1,191.00",,-0.33%
04/11/24,"1,195.00","1,195.00","1,195.00","1,195.00",,-0.33%
01/11/24,"1,199.00","1,199.00","1,199.00","1,199.00",,-0.42%
31/10/24,"1,204.00","1,204.00","1,204.00","1,204.00",,0.17%
30/10/24,"1,202.00","1,202.00","1,202.00","1,202.00",,0.59%
29/10/24,"1,195.00","1,195.00","1,195.00","1,195.00",,0.42%
28/10/24,"1,190.00","1,190.00","1,190.00","1,190.00",,-0.92%
25/10/24,"1,201.00","1,201.00","1,201.00","1,201.00",,-1.23%
24/10/24,"1,216.00","1,216.00","1,216.00","1,216.00",,-1.78%
23/10/24,"1,238.00","1,238.00","1,238.00","1,238.00",,-1.75%
22/10/24,"1,260.00","1,260.00","1,260.00","1,260.00",,-1.41%
21/10/24,"1,278.00","1,278.00","1,278.00","1,278.00",,-0.54%
18/10/24,"1,285.00","1,285.00","1,285.00","1,285.00",,-0.23%
17/10/24,"1,288.00","1,288.00","1,288.00","1,288.00",,-1.60%
16/10/24,"1,309.00","1,309.00","1,309.00","1,309.00",,-4.03%
15/10/24,"1,364.00","1,364.00","1,364.00","1,364.00",,-3.19%
14/10/24,"1,409.00","1,409.00","1,409.00","1,409.00",,-1.81%
11/10/24,"1,435.00","1,435.00","1,435.00","1,435.00",,-1.37%
10/10/24,"1,455.00","1,455.00","1,455.00","1,455.00",,-0.14%
09/10/24,"1,457.00","1,457.00","1,457.00","1,457.00",,1.11%
08/10/24,"1,441.00","1,441.00","1,441.00","1,441.00",,1.84%
07/10/24,"1,415.00","1,415.00","1,415.00","1,415.00",,1.95%
04/10/24,"1,388.00","1,388.00","1,388.00","1,388.00",,1.54%
03/10/24,"1,367.00","1,367.00","1,367.00","1,367.00",,0.22%
02/10/24,"1,364.00","1,364.00","1,364.00","1,364.00",,-1.59%
01/10/24,"1,386.00","1,386.00","1,386.00","1,386.00",,-1.98%
30/09/24,"1,414.00","1,414.00","1,414.00","1,414.00",,-2.21%
27/09/24,"1,446.00","1,446.00","1,446.00","1,446.00",,-3.47%
26/09/24,"1,498.00","1,498.00","1,498.00","1,498.00",,-2.92%
25/09/24,"1,543.00","1,543.00","1,543.00","1,543.00",,-1.09%
24/09/24,"1,560.00","1,560.00","1,560.00","1,560.00",,0.52%
23/09/24,"1,552.00","1,552.00","1,552.00","1,552.00",,0.91%
20/09/24,"1,538.00","1,538.00","1,538.00","1,538.00",,0.65%
19/09/24,"1,528.00","1,528.00","1,528.00","1,528.00",,1.73%
18/09/24,"1,502.00","1,502.00","1,502.00","1,502.00",,2.46%
17/09/24,"1,466.00","1,466.00","1,466.00","1,466.00",,1.66%
16/09/24,"1,442.00","1,442.00","1,442.00","1,442.00",,0.98%
13/09/24,"1,428.00","1,428.00","1,428.00","1,428.00",,1.85%
12/09/24,"1,402.00","1,402.00","1,402.00","1,402.00",,3.39%
11/09/24,"1,356.00","1,356.00","1,356.00","1,356.00",,2.96%
10/09/24,"1,317.00","1,317.00","1,317.00","1,317.00",,1.15%
09/09/24,"1,302.00","1,302.00","1,302.00","1,302.00",,0.62%
06/09/24,"1,294.00","1,294.00","1,294.00","1,294.00",,0.00%
05/09/24,"1,294.00","1,294.00","1,294.00","1,294.00",,-0.46%
04/09/24,"1,300.00","1,300.00","1,300.00","1,300.00",,0.00%
03/09/24,"1,300.00","1,300.00","1,300.00","1,300.00",,-0.38%
02/09/24,"1,305.00","1,305.00","1,305.00","1,305.00",,-0.84%
30/08/24,"1,316.00","1,316.00","1,316.00","1,316.00",,-1.13%
29/08/24,"1,331.00","1,331.00","1,331.00","1,331.00",,-1.41%
28/08/24,"1,350.00","1,350.00","1,350.00","1,350.00",,-2.24%
27/08/24,"1,381.00","1,381.00","1,381.00","1,381.00",,-2.33%
23/08/24,"1,414.00","1,414.00","1,414.00","1,414.00",,-2.08%
22/08/24,"1,444.00","1,444.00","1,444.00","1,444.00",,-2.89%
21/08/24,"1,487.00","1,487.00","1,487.00","1,487.00",,-2.24%
20/08/24,"1,521.00","1,521.00","1,521.00","1,521.00",,-1.49%
19/08/24,"1,544.00","1,544.00","1,544.00","1,544.00",,-0.52%
16/08/24,"1,552.00","1,552.00","1,552.00","1,552.00",,-0.13%
15/08/24,"1,554.00","1,554.00","1,554.00","1,554.00",,-0.38%
14/08/24,"1,560.00","1,560.00","1,560.00","1,560.00",,-0.19%
13/08/24,"1,563.00","1,563.00","1,563.00","1,563.00",,-1.33%
12/08/24,"1,584.00","1,584.00","1,584.00","1,584.00",,-0.94%
09/08/24,"1,599.00","1,599.00","1,599.00","1,599.00",,-1.30%
08/08/24,"1,620.00","1,620.00","1,620.00","1,620.00",,-1.88%
07/08/24,"1,651.00","1,651.00","1,651.00","1,651.00",,-1.61%
06/08/24,"1,678.00","1,678.00","1,678.00","1,678.00",,-1.12%
05/08/24,"1,697.00","1,697.00","1,697.00","1,697.00",,-0.47%
02/08/24,"1,705.00","1,705.00","1,705.00","1,705.00",,-0.47%
01/08/24,"1,713.00","1,713.00","1,713.00","1,713.00",,-1.50%
31/07/24,"1,739.00","1,739.00","1,739.00","1,739.00",,-1.86%
30/07/24,"1,772.00","1,772.00","1,772.00","1,772.00",,-1.12%
29/07/24,"1,792.00","1,792.00","1,792.00","1,792.00",,0.00%
26/07/24,"1,792.00","1,792.00","1,792.00","1,792.00",,0.39%
25/07/24,"1,785.00","1,785.00","1,785.00","1,785.00",,1.13%
24/07/24,"1,765.00","1,765.00","1,765.00","1,765.00",,2.14%
23/07/24,"1,728.00","1,728.00","1,728.00","1,728.00",,0.93%
22/07/24,"1,712.00","1,712.00","1,712.00","1,712.00",,-0.12%
19/07/24,"1,714.00","1,714.00","1,714.00","1,714.00",,0.00%
18/07/24,"1,714.00","1,714.00","1,714.00","1,714.00",,0.06%
17/07/24,"1,713.00","1,713.00","1,713.00","1,713.00",,0.00%
16/07/24,"1,713.00","1,713.00","1,713.00","1,713.00",,0.65%
15/07/24,"1,702.00","1,702.00","1,702.00","1,702.00",,1.43%
12/07/24,"1,678.00","1,678.00","1,678.00","1,678.00",,2.44%
11/07/24,"1,638.00","1,638.00","1,638.00","1,638.00",,3.74%
10/07/24,"1,579.00","1,579.00","1,579.00","1,579.00",,2.80%
09/07/24,"1,536.00","1,536.00","1,536.00","1,536.00",,0.33%
08/07/24,"1,531.00","1,531.00","1,531.00","1,531.00",,-0.97%
05/07/24,"1,546.00","1,546.00","1,546.00","1,546.00",,-1.40%
04/07/24,"1,568.00","1,568.00","1,568.00","1,568.00",,-2.43%
03/07/24,"1,607.00","1,607.00","1,607.00","1,607.00",,-2.01%
02/07/24,"1,640.00","1,640.00","1,640.00","1,640.00",,-1.32%
01/07/24,"1,662.00","1,662.00","1,662.00","1,662.00",,-0.30%
28/06/24,"1,667.00","1,667.00","1,667.00","1,667.00",,-0.30%
27/06/24,"1,672.00","1,672.00","1,672.00","1,672.00",,-0.65%
26/06/24,"1,683.00","1,683.00","1,683.00","1,683.00",,-3.00%
25/06/24,"1,735.00","1,735.00","1,735.00","1,735.00",,-3.18%
24/06/24,"1,792.00","1,792.00","1,792.00","1,792.00",,-1.92%
21/06/24,"1,827.00","1,827.00","1,827.00","1,827.00",,-2.14%
20/06/24,"1,867.00","1,867.00","1,867.00","1,867.00",,-2.71%
19/06/24,"1,919.00","1,919.00","1,919.00","1,919.00",,-1.79%
18/06/24,"1,954.00","1,954.00","1,954.00","1,954.00",,-0.31%
17/06/24,"1,960.00","1,960.00","1,960.00","1,960.00",,0.51%
14/06/24,"1,950.00","1,950.00","1,950.00","1,950.00",,1.56%
13/06/24,"1,920.00","1,920.00","1,920.00","1,920.00",,3.00%
12/06/24,"1,864.00","1,864.00","1,864.00","1,864.00",,3.15%
11/06/24,"1,807.00","1,807.00","1,807.00","1,807.00",,2.15%
10/06/24,"1,769.00","1,769.00","1,769.00","1,769.00",,1.09%
07/06/24,"1,750.00","1,750.00","1,750.00","1,750.00",,1.10%
06/06/24,"1,731.00","1,731.00","1,731.00","1,731.00",,1.70%
05/06/24,"1,702.00","1,702.00","1,702.00","1,702.00",,1.37%
04/06/24,"1,679.00","1,679.00","1,679.00","1,679.00",,-0.12%
03/06/24,"1,681.00","1,681.00","1,681.00","1,681.00",,-0.71%
31/05/24,"1,693.00","1,693.00","1,693.00","1,693.00",,-1.46%
30/05/24,"1,718.00","1,718.00","1,718.00","1,718.00",,-2.50%
29/05/24,"1,762.00","1,762.00","1,762.00","1,762.00",,-2.17%
28/05/24,"1,801.00","1,801.00","1,801.00","1,801.00",,-1.26%
24/05/24,"1,824.00","1,824.00","1,824.00","1,824.00",,-0.44%
23/05/24,"1,832.00","1,832.00","1,832.00","1,832.00",,0.05%
22/05/24,"1,831.00","1,831.00","1,831.00","1,831.00",,0.49%
21/05/24,"1,822.00","1,822.00","1,822.00","1,822.00",,0.61%
20/05/24,"1,811.00","1,811.00","1,811.00","1,811.00",,-0.77%
17/05/24,"1,825.00","1,825.00","1,825.00","1,825.00",,-1.08%
16/05/24,"1,845.00","1,845.00","1,845.00","1,845.00",,-3.15%
15/05/24,"1,905.00","1,905.00","1,905.00","1,905.00",,-3.69%
14/05/24,"1,978.00","1,978.00","1,978.00","1,978.00",,-1.93%
13/05/24,"2,017.00","2,017.00","2,017.00","2,017.00",,-0.44%
10/05/24,"2,026.00","2,026.00","2,026.00","2,026.00",,0.30%
09/05/24,"2,020.00","2,020.00","2,020.00","2,020.00",,0.75%
08/05/24,"2,005.00","2,005.00","2,005.00","2,005.00",,2.87%
07/05/24,"1,949.00","1,949.00","1,949.00","1,949.00",,3.45%
03/05/24,"1,884.00","1,884.00","1,884.00","1,884.00",,1.13%
02/05/24,"1,863.00","1,863.00","1,863.00","1,863.00",,0.87%
01/05/24,"1,847.00","1,847.00","1,847.00","1,847.00",,0.11%
30/04/24,"1,845.00","1,845.00","1,845.00","1,845.00",,-0.70%
29/04/24,"1,858.00","1,858.00","1,858.00","1,858.00",,-1.06%
26/04/24,"1,878.00","1,878.00","1,878.00","1,878.00",,-0.95%
25/04/24,"1,896.00","1,896.00","1,896.00","1,896.00",,-0.73%
24/04/24,"1,910.00","1,910.00","1,910.00","1,910.00",,-0.21%
23/04/24,"1,914.00","1,914.00","1,914.00","1,914.00",,-0.73%
22/04/24,"1,928.00","1,928.00","1,928.00","1,928.00",,0.63%
19/04/24,"1,916.00","1,916.00","1,916.00","1,916.00",,2.13%
18/04/24,"1,876.00","1,876.00","1,876.00","1,876.00",,3.93%
17/04/24,"1,805.00","1,805.00","1,805.00","1,805.00",,2.91%
16/04/24,"1,754.00","1,754.00","1,754.00","1,754.00",,1.04%
15/04/24,"1,736.00","1,736.00","1,736.00","1,736.00",,1.34%
12/04/24,"1,713.00","1,713.00","1,713.00","1,713.00",,2.15%
11/04/24,"1,677.00","1,677.00","1,677.00","1,677.00",,2.82%
10/04/24,"1,631.00","1,631.00","1,631.00","1,631.00",,-0.12%
09/04/24,"1,633.00","1,633.00","1,633.00","1,633.00",,-2.04%
08/04/24,"1,667.00","1,667.00","1,667.00","1,667.00",,-1.65%
05/04/24,"1,695.00","1,695.00","1,695.00","1,695.00",,-2.19%
04/04/24,"1,733.00","1,733.00","1,733.00","1,733.00",,-2.20%
03/04/24,"1,772.00","1,772.00","1,772.00","1,772.00",,-2.42%
02/04/24,"1,816.00","1,816.00","1,816.00","1,816.00",,-3.35%
28/03/24,"1,879.00","1,879.00","1,879.00","1,879.00",,-3.19%
27/03/24,"1,941.00","1,941.00","1,941.00","1,941.00",,-5.04%
26/03/24,"2,044.00","2,044.00","2,044.00","2,044.00",,-3.58%
25/03/24,"2,120.00","2,120.00","2,120.00","2,120.00",,-2.08%
22/03/24,"2,165.00","2,165.00","2,165.00","2,165.00",,-1.77%
21/03/24,"2,204.00","2,204.00","2,204.00","2,204.00",,-2.09%
20/03/24,"2,251.00","2,251.00","2,251.00","2,251.00",,-2.39%
19/03/24,"2,306.00","2,306.00","2,306.00","2,306.00",,0.35%
18/03/24,"2,298.00","2,298.00","2,298.00","2,298.00",,2.86%
15/03/24,"2,234.00","2,234.00","2,234.00","2,234.00",,4.74%
14/03/24,"2,133.00","2,133.00","2,133.00","2,133.00",,4.41%
13/03/24,"2,043.00","2,043.00","2,043.00","2,043.00",,4.82%
12/03/24,"1,949.00","1,949.00","1,949.00","1,949.00",,2.96%
11/03/24,"1,893.00","1,893.00","1,893.00","1,893.00",,1.72%
08/03/24,"1,861.00","1,861.00","1,861.00","1,861.00",,1.14%
07/03/24,"1,840.00","1,840.00","1,840.00","1,840.00",,0.93%
06/03/24,"1,823.00","1,823.00","1,823.00","1,823.00",,1.00%
05/03/24,"1,805.00","1,805.00","1,805.00","1,805.00",,1.80%
04/03/24,"1,773.00","1,773.00","1,773.00","1,773.00",,2.90%
01/03/24,"1,723.00","1,723.00","1,723.00","1,723.00",,2.50%
29/02/24,"1,681.00","1,681.00","1,681.00","1,681.00",,3.32%
28/02/24,"1,627.00","1,627.00","1,627.00","1,627.00",,2.91%
27/02/24,"1,581.00","1,581.00","1,581.00","1,581.00",,0.19%
26/02/24,"1,578.00","1,578.00","1,578.00","1,578.00",,-1.07%
23/02/24,"1,595.00","1,595.00","1,595.00","1,595.00",,-1.79%
22/02/24,"1,624.00","1,624.00","1,624.00","1,624.00",,-2.93%
21/02/24,"1,673.00","1,673.00","1,673.00","1,673.00",,-1.93%
20/02/24,"1,706.00","1,706.00","1,706.00","1,706.00",,1.49%
19/02/24,"1,681.00","1,681.00","1,681.00","1,681.00",,2.13%
16/02/24,"1,646.00","1,646.00","1,646.00","1,646.00",,1.42%
15/02/24,"1,623.00","1,623.00","1,623.00","1,623.00",,2.59%
14/02/24,"1,582.00","1,582.00","1,582.00","1,582.00",,2.06%
13/02/24,"1,550.00","1,550.00","1,550.00","1,550.00",,1.57%
12/02/24,"1,526.00","1,526.00","1,526.00","1,526.00",,1.13%
09/02/24,"1,509.00","1,509.00","1,509.00","1,509.00",,2.37%
08/02/24,"1,474.00","1,474.00","1,474.00","1,474.00",,2.01%
07/02/24,"1,445.00","1,445.00","1,445.00","1,445.00",,1.19%
06/02/24,"1,428.00","1,428.00","1,428.00","1,428.00",,0.63%
05/02/24,"1,419.00","1,419.00","1,419.00","1,419.00",,-1.73%
02/02/24,"1,444.00","1,444.00","1,444.00","1,444.00",,-3.54%
01/02/24,"1,497.00","1,497.00","1,497.00","1,497.00",,-4.41%
31/01/24,"1,566.00","1,566.00","1,566.00","1,566.00",,-4.28%
30/01/24,"1,636.00","1,636.00","1,636.00","1,636.00",,-2.97%
29/01/24,"1,686.00","1,686.00","1,686.00","1,686.00",,-0.59%
26/01/24,"1,696.00","1,696.00","1,696.00","1,696.00",,0.36%
25/01/24,"1,690.00","1,690.00","1,690.00","1,690.00",,1.62%
24/01/24,"1,663.00","1,663.00","1,663.00","1,663.00",,3.10%
23/01/24,"1,613.00","1,613.00","1,613.00","1,613.00",,2.35%
22/01/24,"1,576.00","1,576.00","1,576.00","1,576.00",,1.68%
19/01/24,"1,550.00","1,550.00","1,550.00","1,550.00",,3.89%
18/01/24,"1,492.00","1,492.00","1,492.00","1,492.00",,3.18%
17/01/24,"1,446.00","1,446.00","1,446.00","1,446.00",,1.76%
16/01/24,"1,421.00","1,421.00","1,421.00","1,421.00",,0.64%
15/01/24,"1,412.00","1,412.00","1,412.00","1,412.00",,0.14%
12/01/24,"1,410.00","1,410.00","1,410.00","1,410.00",,-0.77%
11/01/24,"1,421.00","1,421.00","1,421.00","1,421.00",,-2.94%
10/01/24,"1,464.00","1,464.00","1,464.00","1,464.00",,-4.56%
09/01/24,"1,534.00","1,534.00","1,534.00","1,534.00",,-4.42%
08/01/24,"1,605.00","1,605.00","1,605.00","1,605.00",,-3.66%
05/01/24,"1,666.00","1,666.00","1,666.00","1,666.00",,-3.53%
04/01/24,"1,727.00","1,727.00","1,727.00","1,727.00",,-4.48%
03/01/24,"1,808.00","1,808.00","1,808.00","1,808.00",,-3.42%
02/01/24,"1,872.00","1,872.00","1,872.00","1,872.00",,-1.94%
22/12/23,"1,909.00","1,909.00","1,909.00","1,909.00",,-0.31%
21/12/23,"1,915.00","1,915.00","1,915.00","1,915.00",,-0.10%
20/12/23,"1,917.00","1,917.00","1,917.00","1,917.00",,0.10%
19/12/23,"1,915.00","1,915.00","1,915.00","1,915.00",,0.47%
18/12/23,"1,906.00","1,906.00","1,906.00","1,906.00",,0.32%
15/12/23,"1,900.00","1,900.00","1,900.00","1,900.00",,-0.78%
14/12/23,"1,915.00","1,915.00","1,915.00","1,915.00",,-1.95%
13/12/23,"1,953.00","1,953.00","1,953.00","1,953.00",,-2.15%
12/12/23,"1,996.00","1,996.00","1,996.00","1,996.00",,-2.59%
11/12/23,"2,049.00","2,049.00","2,049.00","2,049.00",,-2.61%
08/12/23,"2,104.00","2,104.00","2,104.00","2,104.00",,-4.23%
07/12/23,"2,197.00","2,197.00","2,197.00","2,197.00",,-4.93%
06/12/23,"2,311.00","2,311.00","2,311.00","2,311.00",,-4.70%
05/12/23,"2,425.00","2,425.00","2,425.00","2,425.00",,-0.66%
04/12/23,"2,441.00","2,441.00","2,441.00","2,441.00",,4.27%
01/12/23,"2,341.00","2,341.00","2,341.00","2,341.00",,5.50%
30/11/23,"2,219.00","2,219.00","2,219.00","2,219.00",,4.13%
29/11/23,"2,131.00","2,131.00","2,131.00","2,131.00",,1.19%
28/11/23,"2,106.00","2,106.00","2,106.00","2,106.00",,0.53%
27/11/23,"2,095.00","2,095.00","2,095.00","2,095.00",,1.50%
24/11/23,"2,064.00","2,064.00","2,064.00","2,064.00",,1.47%
23/11/23,"2,034.00","2,034.00","2,034.00","2,034.00",,1.29%
22/11/23,"2,008.00","2,008.00","2,008.00","2,008.00",,1.98%
21/11/23,"1,969.00","1,969.00","1,969.00","1,969.00",,2.82%
20/11/23,"1,915.00","1,915.00","1,915.00","1,915.00",,2.19%
17/11/23,"1,874.00","1,874.00","1,874.00","1,874.00",,4.11%
16/11/23,"1,800.00","1,800.00","1,800.00","1,800.00",,6.32%
15/11/23,"1,693.00","1,693.00","1,693.00","1,693.00",,5.35%
14/11/23,"1,607.00","1,607.00","1,607.00","1,607.00",,3.81%
13/11/23,"1,548.00","1,548.00","1,548.00","1,548.00",,1.18%
10/11/23,"1,530.00","1,530.00","1,530.00","1,530.00",,2.00%
09/11/23,"1,500.00","1,500.00","1,500.00","1,500.00",,2.04%
08/11/23,"1,470.00","1,470.00","1,470.00","1,470.00",,1.17%
07/11/23,"1,453.00","1,453.00","1,453.00","1,453.00",,0.35%
06/11/23,"1,448.00","1,448.00","1,448.00","1,448.00",,0.00%
03/11/23,"1,448.00","1,448.00","1,448.00","1,448.00",,-0.89%
02/11/23,"1,461.00","1,461.00","1,461.00","1,461.00",,-1.88%
01/11/23,"1,489.00","1,489.00","1,489.00","1,489.00",,-2.93%
31/10/23,"1,534.00","1,534.00","1,534.00","1,534.00",,-2.60%
30/10/23,"1,575.00","1,575.00","1,575.00","1,575.00",,-1.87%
27/10/23,"1,605.00","1,605.00","1,605.00","1,605.00",,-1.41%
26/10/23,"1,628.00","1,628.00","1,628.00","1,628.00",,-1.27%
25/10/23,"1,649.00","1,649.00","1,649.00","1,649.00",,0.06%
24/10/23,"1,648.00","1,648.00","1,648.00","1,648.00",,0.61%
23/10/23,"1,638.00","1,638.00","1,638.00","1,638.00",,0.00%
20/10/23,"1,638.00","1,638.00","1,638.00","1,638.00",,0.18%
19/10/23,"1,635.00","1,635.00","1,635.00","1,635.00",,0.99%
18/10/23,"1,619.00","1,619.00","1,619.00","1,619.00",,3.45%
17/10/23,"1,565.00","1,565.00","1,565.00","1,565.00",,0.77%
16/10/23,"1,553.00","1,553.00","1,553.00","1,553.00",,-0.89%
13/10/23,"1,567.00","1,567.00","1,567.00","1,567.00",,-1.63%
12/10/23,"1,593.00","1,593.00","1,593.00","1,593.00",,-1.30%
11/10/23,"1,614.00","1,614.00","1,614.00","1,614.00",,0.12%
10/10/23,"1,612.00","1,612.00","1,612.00","1,612.00",,1.64%
09/10/23,"1,586.00","1,586.00","1,586.00","1,586.00",,0.89%
06/10/23,"1,572.00","1,572.00","1,572.00","1,572.00",,-1.26%
05/10/23,"1,592.00","1,592.00","1,592.00","1,592.00",,-2.03%
04/10/23,"1,625.00","1,625.00","1,625.00","1,625.00",,-1.87%
03/10/23,"1,656.00","1,656.00","1,656.00","1,656.00",,-1.66%
02/10/23,"1,684.00","1,684.00","1,684.00","1,684.00",,-1.00%
29/09/23,"1,701.00","1,701.00","1,701.00","1,701.00",,-0.47%
28/09/23,"1,709.00","1,709.00","1,709.00","1,709.00",,-0.12%
27/09/23,"1,711.00","1,711.00","1,711.00","1,711.00",,1.00%
26/09/23,"1,694.00","1,694.00","1,694.00","1,694.00",,0.53%
25/09/23,"1,685.00","1,685.00","1,685.00","1,685.00",,0.00%
22/09/23,"1,685.00","1,685.00","1,685.00","1,685.00",,-0.65%
21/09/23,"1,696.00","1,696.00","1,696.00","1,696.00",,-0.64%
20/09/23,"1,707.00","1,707.00","1,707.00","1,707.00",,0.83%
19/09/23,"1,693.00","1,693.00","1,693.00","1,693.00",,1.62%
18/09/23,"1,666.00","1,666.00","1,666.00","1,666.00",,0.60%
15/09/23,"1,656.00","1,656.00","1,656.00","1,656.00",,0.85%
14/09/23,"1,642.00","1,642.00","1,642.00","1,642.00",,1.17%
13/09/23,"1,623.00","1,623.00","1,623.00","1,623.00",,3.05%
12/09/23,"1,575.00","1,575.00","1,575.00","1,575.00",,4.44%
11/09/23,"1,508.00","1,508.00","1,508.00","1,508.00",,1.28%
08/09/23,"1,489.00","1,489.00","1,489.00","1,489.00",,1.09%
07/09/23,"1,473.00","1,473.00","1,473.00","1,473.00",,0.48%
06/09/23,"1,466.00","1,466.00","1,466.00","1,466.00",,-1.01%
05/09/23,"1,481.00","1,481.00","1,481.00","1,481.00",,0.20%
04/09/23,"1,478.00","1,478.00","1,478.00","1,478.00",,0.00%
01/09/23,"1,478.00","1,478.00","1,478.00","1,478.00",,-1.66%
31/08/23,"1,503.00","1,503.00","1,503.00","1,503.00",,-1.18%
30/08/23,"1,521.00","1,521.00","1,521.00","1,521.00",,1.54%
29/08/23,"1,498.00","1,498.00","1,498.00","1,498.00",,3.38%
25/08/23,"1,449.00","1,449.00","1,449.00","1,449.00",,-0.48%
24/08/23,"1,456.00","1,456.00","1,456.00","1,456.00",,-1.22%
23/08/23,"1,474.00","1,474.00","1,474.00","1,474.00",,-2.77%
22/08/23,"1,516.00","1,516.00","1,516.00","1,516.00",,-1.62%
21/08/23,"1,541.00","1,541.00","1,541.00","1,541.00",,-0.06%
18/08/23,"1,542.00","1,542.00","1,542.00","1,542.00",,1.31%
17/08/23,"1,522.00","1,522.00","1,522.00","1,522.00",,2.42%
16/08/23,"1,486.00","1,486.00","1,486.00","1,486.00",,5.24%
15/08/23,"1,412.00","1,412.00","1,412.00","1,412.00",,3.44%
14/08/23,"1,365.00","1,365.00","1,365.00","1,365.00",,2.09%
11/08/23,"1,337.00","1,337.00","1,337.00","1,337.00",,3.48%
10/08/23,"1,292.00","1,292.00","1,292.00","1,292.00",,4.79%
09/08/23,"1,233.00","1,233.00","1,233.00","1,233.00",,3.18%
08/08/23,"1,195.00","1,195.00","1,195.00","1,195.00",,3.64%
07/08/23,"1,153.00","1,153.00","1,153.00","1,153.00",,1.77%
04/08/23,"1,133.00","1,133.00","1,133.00","1,133.00",,1.89%
03/08/23,"1,112.00","1,112.00","1,112.00","1,112.00",,2.77%
02/08/23,"1,082.00","1,082.00","1,082.00","1,082.00",,4.64%
01/08/23,"1,034.00","1,034.00","1,034.00","1,034.00",,3.82%
31/07/23,996,996,996,996,,2.15%
28/07/23,975,975,975,975,,2.09%
27/07/23,955,955,955,955,,4.26%
26/07/23,916,916,916,916,,2.35%
25/07/23,895,895,895,895,,-1.65%
24/07/23,910,910,910,910,,-1.52%
21/07/23,924,924,924,924,,-2.22%
20/07/23,945,945,945,945,,-4.83%
19/07/23,993,993,993,993,,-5.61%
18/07/23,"1,052.00","1,052.00","1,052.00","1,052.00",,-2.95%
17/07/23,"1,084.00","1,084.00","1,084.00","1,084.00",,-1.00%
14/07/23,"1,095.00","1,095.00","1,095.00","1,095.00",,-0.54%
13/07/23,"1,101.00","1,101.00","1,101.00","1,101.00",,1.38%
12/07/23,"1,086.00","1,086.00","1,086.00","1,086.00",,5.74%
11/07/23,"1,027.00","1,027.00","1,027.00","1,027.00",,3.11%
10/07/23,996,996,996,996,,1.22%
07/07/23,984,984,984,984,,1.34%
06/07/23,971,971,971,971,,0.21%
05/07/23,969,969,969,969,,-1.92%
04/07/23,988,988,988,988,,-2.56%
03/07/23,"1,014.00","1,014.00","1,014.00","1,014.00",,-1.55%
30/06/23,"1,030.00","1,030.00","1,030.00","1,030.00",,-1.06%
29/06/23,"1,041.00","1,041.00","1,041.00","1,041.00",,-1.61%
28/06/23,"1,058.00","1,058.00","1,058.00","1,058.00",,-2.85%
27/06/23,"1,089.00","1,089.00","1,089.00","1,089.00",,-2.16%
26/06/23,"1,113.00","1,113.00","1,113.00","1,113.00",,-1.24%
23/06/23,"1,127.00","1,127.00","1,127.00","1,127.00",,-1.14%
22/06/23,"1,140.00","1,140.00","1,140.00","1,140.00",,-1.47%
21/06/23,"1,157.00","1,157.00","1,157.00","1,157.00",,-1.45%
20/06/23,"1,174.00","1,174.00","1,174.00","1,174.00",,-1.59%
19/06/23,"1,193.00","1,193.00","1,193.00","1,193.00",,0.00%
16/06/23,"1,193.00","1,193.00","1,193.00","1,193.00",,0.76%
15/06/23,"1,184.00","1,184.00","1,184.00","1,184.00",,1.81%
14/06/23,"1,163.00","1,163.00","1,163.00","1,163.00",,1.66%
13/06/23,"1,144.00","1,144.00","1,144.00","1,144.00",,0.00%
12/06/23,"1,144.00","1,144.00","1,144.00","1,144.00",,-0.17%
09/06/23,"1,146.00","1,146.00","1,146.00","1,146.00",,0.00%
08/06/23,"1,146.00","1,146.00","1,146.00","1,146.00",,0.61%
07/06/23,"1,139.00","1,139.00","1,139.00","1,139.00",,2.80%
06/06/23,"1,108.00","1,108.00","1,108.00","1,108.00",,5.73%
05/06/23,"1,048.00","1,048.00","1,048.00","1,048.00",,1.75%
02/06/23,"1,030.00","1,030.00","1,030.00","1,030.00",,0.00%
01/06/23,"1,030.00","1,030.00","1,030.00","1,030.00",,-1.44%
31/05/23,"1,045.00","1,045.00","1,045.00","1,045.00",,-4.13%
30/05/23,"1,090.00","1,090.00","1,090.00","1,090.00",,-2.59%
