"Date","Price","Open","High","Low","Vol.","Change %"
"23-07-2024","757.00","757.00","757.00","757.00","","0.13%"
"22-07-2024","756.00","756.00","756.00","756.00","","0.53%"
"19-07-2024","752.00","752.00","752.00","752.00","","0.40%"
"18-07-2024","749.00","749.00","749.00","749.00","","0.27%"
"17-07-2024","747.00","747.00","747.00","747.00","","0.54%"
"16-07-2024","743.00","743.00","743.00","743.00","","0.13%"
"15-07-2024","742.00","742.00","742.00","742.00","","0.13%"
"12-07-2024","741.00","741.00","741.00","741.00","","0.14%"
"11-07-2024","740.00","740.00","740.00","740.00","","0.68%"
"10-07-2024","735.00","735.00","735.00","735.00","","-0.27%"
"09-07-2024","737.00","737.00","737.00","737.00","","-0.27%"
"08-07-2024","739.00","739.00","739.00","739.00","","-0.40%"
"05-07-2024","742.00","742.00","742.00","742.00","","-0.40%"
"04-07-2024","745.00","745.00","745.00","745.00","","-0.53%"
"03-07-2024","749.00","749.00","749.00","749.00","","-0.79%"
"02-07-2024","755.00","755.00","755.00","755.00","","-0.92%"
"01-07-2024","762.00","762.00","762.00","762.00","","-0.13%"
"28-06-2024","763.00","763.00","763.00","763.00","","0.00%"
"27-06-2024","763.00","763.00","763.00","763.00","","0.00%"
"26-06-2024","763.00","763.00","763.00","763.00","","0.39%"
"25-06-2024","760.00","760.00","760.00","760.00","","0.40%"
"24-06-2024","757.00","757.00","757.00","757.00","","0.53%"
"21-06-2024","753.00","753.00","753.00","753.00","","1.21%"
"20-06-2024","744.00","744.00","744.00","744.00","","1.36%"
"19-06-2024","734.00","734.00","734.00","734.00","","1.24%"
"18-06-2024","725.00","725.00","725.00","725.00","","1.26%"
"17-06-2024","716.00","716.00","716.00","716.00","","0.70%"
"14-06-2024","711.00","711.00","711.00","711.00","","0.42%"
"13-06-2024","708.00","708.00","708.00","708.00","","0.00%"
"12-06-2024","708.00","708.00","708.00","708.00","","-0.42%"
"11-06-2024","711.00","711.00","711.00","711.00","","-0.42%"
"10-06-2024","714.00","714.00","714.00","714.00","","0.00%"
"07-06-2024","714.00","714.00","714.00","714.00","","-0.28%"
"06-06-2024","716.00","716.00","716.00","716.00","","0.28%"
"05-06-2024","714.00","714.00","714.00","714.00","","-0.42%"
"04-06-2024","717.00","717.00","717.00","717.00","","-0.69%"
"03-06-2024","722.00","722.00","722.00","722.00","","0.28%"
"31-05-2024","720.00","720.00","720.00","720.00","","0.28%"
"30-05-2024","718.00","718.00","718.00","718.00","","0.84%"
"29-05-2024","712.00","712.00","712.00","712.00","","0.56%"
"28-05-2024","708.00","708.00","708.00","708.00","","2.91%"
"24-05-2024","688.00","688.00","688.00","688.00","","0.29%"
"23-05-2024","686.00","686.00","686.00","686.00","","0.00%"
"22-05-2024","686.00","686.00","686.00","686.00","","-0.29%"
"21-05-2024","688.00","688.00","688.00","688.00","","-0.43%"
"20-05-2024","691.00","691.00","691.00","691.00","","0.14%"
"17-05-2024","690.00","690.00","690.00","690.00","","-0.43%"
"16-05-2024","693.00","693.00","693.00","693.00","","-0.14%"
"15-05-2024","694.00","694.00","694.00","694.00","","-0.57%"
"14-05-2024","698.00","698.00","698.00","698.00","","-0.43%"
"13-05-2024","701.00","701.00","701.00","701.00","","-0.28%"
"10-05-2024","703.00","703.00","703.00","703.00","","-0.85%"
"09-05-2024","709.00","709.00","709.00","709.00","","-0.28%"
"08-05-2024","711.00","711.00","711.00","711.00","","-1.52%"
"07-05-2024","722.00","722.00","722.00","722.00","","-0.96%"
"03-05-2024","729.00","729.00","729.00","729.00","","-0.41%"
"02-05-2024","732.00","732.00","732.00","732.00","","-1.35%"
"01-05-2024","742.00","742.00","742.00","742.00","","-0.54%"
"30-04-2024","746.00","746.00","746.00","746.00","","-0.53%"
"29-04-2024","750.00","750.00","750.00","750.00","","-0.13%"
"26-04-2024","751.00","751.00","751.00","751.00","","0.13%"
"25-04-2024","750.00","750.00","750.00","750.00","","-0.13%"
"24-04-2024","751.00","751.00","751.00","751.00","","0.00%"
"23-04-2024","751.00","751.00","751.00","751.00","","0.94%"
"22-04-2024","744.00","744.00","744.00","744.00","","0.40%"
"19-04-2024","741.00","741.00","741.00","741.00","","0.82%"
"18-04-2024","735.00","735.00","735.00","735.00","","0.82%"
"17-04-2024","729.00","729.00","729.00","729.00","","0.69%"
"16-04-2024","724.00","724.00","724.00","724.00","","0.42%"
"15-04-2024","721.00","721.00","721.00","721.00","","-0.14%"
"12-04-2024","722.00","722.00","722.00","722.00","","-0.28%"
"11-04-2024","724.00","724.00","724.00","724.00","","0.00%"
"10-04-2024","724.00","724.00","724.00","724.00","","-0.41%"
"09-04-2024","727.00","727.00","727.00","727.00","","-0.82%"
"08-04-2024","733.00","733.00","733.00","733.00","","-0.27%"
"05-04-2024","735.00","735.00","735.00","735.00","","-1.34%"
"04-04-2024","745.00","745.00","745.00","745.00","","-0.93%"
"03-04-2024","752.00","752.00","752.00","752.00","","-1.44%"
"02-04-2024","763.00","763.00","763.00","763.00","","-1.17%"
"28-03-2024","772.00","772.00","772.00","772.00","","-0.90%"
"27-03-2024","779.00","779.00","779.00","779.00","","-0.64%"
"26-03-2024","784.00","784.00","784.00","784.00","","-1.01%"
"25-03-2024","792.00","792.00","792.00","792.00","","-0.38%"
"22-03-2024","795.00","795.00","795.00","795.00","","0.00%"
"21-03-2024","795.00","795.00","795.00","795.00","","0.63%"
"20-03-2024","790.00","790.00","790.00","790.00","","0.25%"
"19-03-2024","788.00","788.00","788.00","788.00","","0.64%"
"18-03-2024","783.00","783.00","783.00","783.00","","0.26%"
"15-03-2024","781.00","781.00","781.00","781.00","","0.51%"
"14-03-2024","777.00","777.00","777.00","777.00","","1.04%"
"13-03-2024","769.00","769.00","769.00","769.00","","0.39%"
"12-03-2024","766.00","766.00","766.00","766.00","","0.26%"
"11-03-2024","764.00","764.00","764.00","764.00","","0.26%"
"08-03-2024","762.00","762.00","762.00","762.00","","0.40%"
"07-03-2024","759.00","759.00","759.00","759.00","","0.13%"
"06-03-2024","758.00","758.00","758.00","758.00","","0.66%"
"05-03-2024","753.00","753.00","753.00","753.00","","1.62%"
"04-03-2024","741.00","741.00","741.00","741.00","","2.63%"
"01-03-2024","722.00","722.00","722.00","722.00","","1.98%"
"29-02-2024","708.00","708.00","708.00","708.00","","3.21%"
"28-02-2024","686.00","686.00","686.00","686.00","","2.85%"
"27-02-2024","667.00","667.00","667.00","667.00","","4.38%"
"26-02-2024","639.00","639.00","639.00","639.00","","1.75%"
"23-02-2024","628.00","628.00","628.00","628.00","","1.62%"
"22-02-2024","618.00","618.00","618.00","618.00","","0.82%"
"21-02-2024","613.00","613.00","613.00","613.00","","2.85%"
"20-02-2024","596.00","596.00","596.00","596.00","","3.29%"
"19-02-2024","577.00","577.00","577.00","577.00","","0.87%"
"16-02-2024","572.00","572.00","572.00","572.00","","0.88%"
"15-02-2024","567.00","567.00","567.00","567.00","","0.18%"
"14-02-2024","566.00","566.00","566.00","566.00","","-0.18%"
"13-02-2024","567.00","567.00","567.00","567.00","","-0.35%"
"12-02-2024","569.00","569.00","569.00","569.00","","0.18%"
"09-02-2024","568.00","568.00","568.00","568.00","","-0.35%"
"08-02-2024","570.00","570.00","570.00","570.00","","-0.70%"
"07-02-2024","574.00","574.00","574.00","574.00","","-0.52%"
"06-02-2024","577.00","577.00","577.00","577.00","","-0.86%"
"05-02-2024","582.00","582.00","582.00","582.00","","-0.51%"
"02-02-2024","585.00","585.00","585.00","585.00","","-0.51%"
"01-02-2024","588.00","588.00","588.00","588.00","","-0.51%"
"31-01-2024","591.00","591.00","591.00","591.00","","-0.67%"
"30-01-2024","595.00","595.00","595.00","595.00","","-0.34%"
"29-01-2024","597.00","597.00","597.00","597.00","","0.17%"
"26-01-2024","596.00","596.00","596.00","596.00","","-0.17%"
"25-01-2024","597.00","597.00","597.00","597.00","","0.00%"
"24-01-2024","597.00","597.00","597.00","597.00","","0.17%"
"23-01-2024","596.00","596.00","596.00","596.00","","0.34%"
"22-01-2024","594.00","594.00","594.00","594.00","","0.00%"
"19-01-2024","594.00","594.00","594.00","594.00","","0.17%"
"18-01-2024","593.00","593.00","593.00","593.00","","-0.50%"
"17-01-2024","596.00","596.00","596.00","596.00","","-0.67%"
"16-01-2024","600.00","600.00","600.00","600.00","","-0.83%"
"15-01-2024","605.00","605.00","605.00","605.00","","-1.79%"
"12-01-2024","616.00","616.00","616.00","616.00","","-1.44%"
"11-01-2024","625.00","625.00","625.00","625.00","","-2.95%"
"10-01-2024","644.00","644.00","644.00","644.00","","-2.57%"
"09-01-2024","661.00","661.00","661.00","661.00","","-2.79%"
"08-01-2024","680.00","680.00","680.00","680.00","","-2.16%"
"05-01-2024","695.00","695.00","695.00","695.00","","-2.93%"
"04-01-2024","716.00","716.00","716.00","716.00","","-3.89%"
"03-01-2024","745.00","745.00","745.00","745.00","","-7.80%"
"02-01-2024","808.00","808.00","808.00","808.00","","-8.08%"
"22-12-2023","879.00","879.00","879.00","879.00","","-1.01%"
"21-12-2023","888.00","888.00","888.00","888.00","","-0.89%"
"20-12-2023","896.00","896.00","896.00","896.00","","-0.78%"
"19-12-2023","903.00","903.00","903.00","903.00","","-0.44%"
"18-12-2023","907.00","907.00","907.00","907.00","","-0.11%"
"15-12-2023","908.00","908.00","908.00","908.00","","0.22%"
"14-12-2023","906.00","906.00","906.00","906.00","","0.33%"
"13-12-2023","903.00","903.00","903.00","903.00","","0.89%"
"12-12-2023","895.00","895.00","895.00","895.00","","1.24%"
"11-12-2023","884.00","884.00","884.00","884.00","","1.38%"
"08-12-2023","872.00","872.00","872.00","872.00","","1.16%"
"07-12-2023","862.00","862.00","862.00","862.00","","1.29%"
"06-12-2023","851.00","851.00","851.00","851.00","","2.41%"
"05-12-2023","831.00","831.00","831.00","831.00","","3.88%"
"04-12-2023","800.00","800.00","800.00","800.00","","3.49%"
"01-12-2023","773.00","773.00","773.00","773.00","","2.93%"
"30-11-2023","751.00","751.00","751.00","751.00","","3.87%"
"29-11-2023","723.00","723.00","723.00","723.00","","4.03%"
"28-11-2023","695.00","695.00","695.00","695.00","","2.21%"
"27-11-2023","680.00","680.00","680.00","680.00","","1.49%"
"24-11-2023","670.00","670.00","670.00","670.00","","3.40%"
"23-11-2023","648.00","648.00","648.00","648.00","","4.01%"
"22-11-2023","623.00","623.00","623.00","623.00","","1.47%"
"21-11-2023","614.00","614.00","614.00","614.00","","1.49%"
"20-11-2023","605.00","605.00","605.00","605.00","","1.00%"
"17-11-2023","599.00","599.00","599.00","599.00","","1.01%"
"16-11-2023","593.00","593.00","593.00","593.00","","0.85%"
"15-11-2023","588.00","588.00","588.00","588.00","","0.17%"
"14-11-2023","587.00","587.00","587.00","587.00","","-0.17%"
"13-11-2023","588.00","588.00","588.00","588.00","","-1.01%"
"10-11-2023","594.00","594.00","594.00","594.00","","-1.16%"
"09-11-2023","601.00","601.00","601.00","601.00","","-0.99%"
"08-11-2023","607.00","607.00","607.00","607.00","","-1.30%"
"07-11-2023","615.00","615.00","615.00","615.00","","-1.91%"
"06-11-2023","627.00","627.00","627.00","627.00","","-1.10%"
"03-11-2023","634.00","634.00","634.00","634.00","","-1.71%"
"02-11-2023","645.00","645.00","645.00","645.00","","-1.07%"
"01-11-2023","652.00","652.00","652.00","652.00","","-1.21%"
"31-10-2023","660.00","660.00","660.00","660.00","","-1.35%"
"30-10-2023","669.00","669.00","669.00","669.00","","-0.30%"
"27-10-2023","671.00","671.00","671.00","671.00","","0.00%"
"26-10-2023","671.00","671.00","671.00","671.00","","-1.03%"
"25-10-2023","678.00","678.00","678.00","678.00","","-0.44%"
"24-10-2023","681.00","681.00","681.00","681.00","","-0.44%"
"23-10-2023","684.00","684.00","684.00","684.00","","-0.29%"
"20-10-2023","686.00","686.00","686.00","686.00","","-0.44%"
"19-10-2023","689.00","689.00","689.00","689.00","","-0.29%"
"18-10-2023","691.00","691.00","691.00","691.00","","0.14%"
"17-10-2023","690.00","690.00","690.00","690.00","","0.00%"
"16-10-2023","690.00","690.00","690.00","690.00","","0.44%"
"13-10-2023","687.00","687.00","687.00","687.00","","0.44%"
"12-10-2023","684.00","684.00","684.00","684.00","","0.44%"
"11-10-2023","681.00","681.00","681.00","681.00","","0.59%"
"10-10-2023","677.00","677.00","677.00","677.00","","-0.15%"
"09-10-2023","678.00","678.00","678.00","678.00","","0.44%"
"06-10-2023","675.00","675.00","675.00","675.00","","0.15%"
"05-10-2023","674.00","674.00","674.00","674.00","","0.15%"
"04-10-2023","673.00","673.00","673.00","673.00","","-0.15%"
"03-10-2023","674.00","674.00","674.00","674.00","","-0.44%"
"02-10-2023","677.00","677.00","677.00","677.00","","-0.29%"
"29-09-2023","679.00","679.00","679.00","679.00","","-0.15%"
"28-09-2023","680.00","680.00","680.00","680.00","","-0.15%"
"27-09-2023","681.00","681.00","681.00","681.00","","0.00%"
"26-09-2023","681.00","681.00","681.00","681.00","","0.44%"
"25-09-2023","678.00","678.00","678.00","678.00","","1.19%"
"22-09-2023","670.00","670.00","670.00","670.00","","0.15%"
"21-09-2023","669.00","669.00","669.00","669.00","","1.06%"
"20-09-2023","662.00","662.00","662.00","662.00","","1.53%"
"19-09-2023","652.00","652.00","652.00","652.00","","1.09%"
"18-09-2023","645.00","645.00","645.00","645.00","","1.74%"
"15-09-2023","634.00","634.00","634.00","634.00","","1.60%"
"14-09-2023","624.00","624.00","624.00","624.00","","3.65%"
"13-09-2023","602.00","602.00","602.00","602.00","","2.91%"
"12-09-2023","585.00","585.00","585.00","585.00","","1.74%"
"11-09-2023","575.00","575.00","575.00","575.00","","0.52%"
"08-09-2023","572.00","572.00","572.00","572.00","","0.88%"
"07-09-2023","567.00","567.00","567.00","567.00","","0.53%"
"06-09-2023","564.00","564.00","564.00","564.00","","1.26%"
"05-09-2023","557.00","557.00","557.00","557.00","","1.64%"
"04-09-2023","548.00","548.00","548.00","548.00","","1.29%"
"01-09-2023","541.00","541.00","541.00","541.00","","1.31%"
"31-08-2023","534.00","534.00","534.00","534.00","","1.91%"
"30-08-2023","524.00","524.00","524.00","524.00","","1.95%"
"29-08-2023","514.00","514.00","514.00","514.00","","1.38%"
"25-08-2023","507.00","507.00","507.00","507.00","","1.40%"
"24-08-2023","500.00","500.00","500.00","500.00","","1.83%"
"23-08-2023","491.00","491.00","491.00","491.00","","1.45%"
"22-08-2023","484.00","484.00","484.00","484.00","","1.47%"
"21-08-2023","477.00","477.00","477.00","477.00","","1.71%"
"18-08-2023","469.00","469.00","469.00","469.00","","2.18%"
"17-08-2023","459.00","459.00","459.00","459.00","","3.38%"
"16-08-2023","444.00","444.00","444.00","444.00","","2.54%"
"15-08-2023","433.00","433.00","433.00","433.00","","3.10%"
"14-08-2023","420.00","420.00","420.00","420.00","","2.19%"
"11-08-2023","411.00","411.00","411.00","411.00","","2.49%"
"10-08-2023","401.00","401.00","401.00","401.00","","2.04%"
"09-08-2023","393.00","393.00","393.00","393.00","","0.26%"
"08-08-2023","392.00","392.00","392.00","392.00","","0.77%"
"07-08-2023","389.00","389.00","389.00","389.00","","-0.26%"
"04-08-2023","390.00","390.00","390.00","390.00","","-0.26%"
"03-08-2023","391.00","391.00","391.00","391.00","","-0.26%"
"02-08-2023","392.00","392.00","392.00","392.00","","-0.51%"
"01-08-2023","394.00","394.00","394.00","394.00","","0.00%"
"31-07-2023","394.00","394.00","394.00","394.00","","-0.51%"
"28-07-2023","396.00","396.00","396.00","396.00","","-0.25%"
"27-07-2023","397.00","397.00","397.00","397.00","","-0.50%"
"26-07-2023","399.00","399.00","399.00","399.00","","-0.25%"
"25-07-2023","400.00","400.00","400.00","400.00","","0.00%"
"24-07-2023","400.00","400.00","400.00","400.00","","0.00%"
"21-07-2023","400.00","400.00","400.00","400.00","","-0.74%"
"20-07-2023","403.00","403.00","403.00","403.00","","-0.25%"
"19-07-2023","404.00","404.00","404.00","404.00","","-0.49%"
"18-07-2023","406.00","406.00","406.00","406.00","","0.00%"
"17-07-2023","406.00","406.00","406.00","406.00","","-0.73%"
"14-07-2023","409.00","409.00","409.00","409.00","","-0.49%"
"13-07-2023","411.00","411.00","411.00","411.00","","-0.72%"
"12-07-2023","414.00","414.00","414.00","414.00","","-0.96%"
"11-07-2023","418.00","418.00","418.00","418.00","","-0.95%"
"10-07-2023","422.00","422.00","422.00","422.00","","-0.47%"
"07-07-2023","424.00","424.00","424.00","424.00","","-0.70%"
"06-07-2023","427.00","427.00","427.00","427.00","","-0.70%"
"05-07-2023","430.00","430.00","430.00","430.00","","-1.15%"
"04-07-2023","435.00","435.00","435.00","435.00","","-2.03%"
"03-07-2023","444.00","444.00","444.00","444.00","","-0.45%"
"30-06-2023","446.00","446.00","446.00","446.00","","-0.45%"
"29-06-2023","448.00","448.00","448.00","448.00","","-0.88%"
"28-06-2023","452.00","452.00","452.00","452.00","","-0.44%"
"27-06-2023","454.00","454.00","454.00","454.00","","0.00%"
"26-06-2023","454.00","454.00","454.00","454.00","","-0.22%"
"23-06-2023","455.00","455.00","455.00","455.00","","-0.22%"
"22-06-2023","456.00","456.00","456.00","456.00","","0.22%"
"21-06-2023","455.00","455.00","455.00","455.00","","-0.66%"
"20-06-2023","458.00","458.00","458.00","458.00","","-0.43%"
"19-06-2023","460.00","460.00","460.00","460.00","","-0.86%"
"16-06-2023","464.00","464.00","464.00","464.00","","-1.49%"
"15-06-2023","471.00","471.00","471.00","471.00","","-1.05%"
"14-06-2023","476.00","476.00","476.00","476.00","","-1.04%"
"13-06-2023","481.00","481.00","481.00","481.00","","-2.04%"
"12-06-2023","491.00","491.00","491.00","491.00","","-2.00%"
"09-06-2023","501.00","501.00","501.00","501.00","","-0.79%"
"08-06-2023","505.00","505.00","505.00","505.00","","-1.94%"
"07-06-2023","515.00","515.00","515.00","515.00","","-2.09%"
"06-06-2023","526.00","526.00","526.00","526.00","","-2.05%"
"05-06-2023","537.00","537.00","537.00","537.00","","-1.47%"
"02-06-2023","545.00","545.00","545.00","545.00","","-2.50%"
"01-06-2023","559.00","559.00","559.00","559.00","","-2.27%"
"31-05-2023","572.00","572.00","572.00","572.00","","-1.72%"
"30-05-2023","582.00","582.00","582.00","582.00","","-1.02%"
"26-05-2023","588.00","588.00","588.00","588.00","","-1.01%"
"25-05-2023","594.00","594.00","594.00","594.00","","-1.00%"
"24-05-2023","600.00","600.00","600.00","600.00","","-0.66%"
"23-05-2023","604.00","604.00","604.00","604.00","","-0.82%"
"22-05-2023","609.00","609.00","609.00","609.00","","-0.49%"
"19-05-2023","612.00","612.00","612.00","612.00","","-0.33%"
"18-05-2023","614.00","614.00","614.00","614.00","","-0.49%"
"17-05-2023","617.00","617.00","617.00","617.00","","-0.96%"
"16-05-2023","623.00","623.00","623.00","623.00","","-0.80%"
"15-05-2023","628.00","628.00","628.00","628.00","","-0.63%"
"12-05-2023","632.00","632.00","632.00","632.00","","-0.47%"
"11-05-2023","635.00","635.00","635.00","635.00","","-0.47%"
"10-05-2023","638.00","638.00","638.00","638.00","","-0.31%"
"09-05-2023","640.00","640.00","640.00","640.00","","-0.78%"
"05-05-2023","645.00","645.00","645.00","645.00","","-0.92%"
"04-05-2023","651.00","651.00","651.00","651.00","","-0.91%"
"03-05-2023","657.00","657.00","657.00","657.00","","-0.61%"
"02-05-2023","661.00","661.00","661.00","661.00","","-0.30%"
"28-04-2023","663.00","663.00","663.00","663.00","","-0.30%"
"27-04-2023","665.00","665.00","665.00","665.00","","-0.30%"
"26-04-2023","667.00","667.00","667.00","667.00","","0.00%"
"25-04-2023","667.00","667.00","667.00","667.00","","0.45%"
"24-04-2023","664.00","664.00","664.00","664.00","","0.61%"
"21-04-2023","660.00","660.00","660.00","660.00","","1.54%"
"20-04-2023","650.00","650.00","650.00","650.00","","1.72%"
"19-04-2023","639.00","639.00","639.00","639.00","","0.95%"
"18-04-2023","633.00","633.00","633.00","633.00","","0.48%"
"17-04-2023","630.00","630.00","630.00","630.00","","0.32%"
"14-04-2023","628.00","628.00","628.00","628.00","","0.00%"
"13-04-2023","628.00","628.00","628.00","628.00","","-0.48%"
"12-04-2023","631.00","631.00","631.00","631.00","","-0.79%"
"11-04-2023","636.00","636.00","636.00","636.00","","-1.09%"
"06-04-2023","643.00","643.00","643.00","643.00","","-1.53%"
"05-04-2023","653.00","653.00","653.00","653.00","","-1.66%"
"04-04-2023","664.00","664.00","664.00","664.00","","-2.78%"
"03-04-2023","683.00","683.00","683.00","683.00","","-0.58%"
"31-03-2023","687.00","687.00","687.00","687.00","","-0.58%"
"30-03-2023","691.00","691.00","691.00","691.00","","-0.58%"
"29-03-2023","695.00","695.00","695.00","695.00","","-0.71%"
"28-03-2023","700.00","700.00","700.00","700.00","","-0.28%"
"27-03-2023","702.00","702.00","702.00","702.00","","-0.14%"
"24-03-2023","703.00","703.00","703.00","703.00","","-0.14%"
"23-03-2023","704.00","704.00","704.00","704.00","","-0.28%"
"22-03-2023","706.00","706.00","706.00","706.00","","0.14%"
"21-03-2023","705.00","705.00","705.00","705.00","","0.28%"
"20-03-2023","703.00","703.00","703.00","703.00","","1.30%"
"17-03-2023","694.00","694.00","694.00","694.00","","0.87%"
"16-03-2023","688.00","688.00","688.00","688.00","","1.78%"
"15-03-2023","676.00","676.00","676.00","676.00","","1.65%"
"14-03-2023","665.00","665.00","665.00","665.00","","2.31%"
"13-03-2023","650.00","650.00","650.00","650.00","","3.01%"
"10-03-2023","631.00","631.00","631.00","631.00","","1.77%"
"09-03-2023","620.00","620.00","620.00","620.00","","1.31%"
"08-03-2023","612.00","612.00","612.00","612.00","","1.83%"
"07-03-2023","601.00","601.00","601.00","601.00","","1.18%"
"06-03-2023","594.00","594.00","594.00","594.00","","1.71%"
"03-03-2023","584.00","584.00","584.00","584.00","","1.57%"
"02-03-2023","575.00","575.00","575.00","575.00","","3.42%"
"01-03-2023","556.00","556.00","556.00","556.00","","3.73%"
"28-02-2023","536.00","536.00","536.00","536.00","","3.68%"
"27-02-2023","517.00","517.00","517.00","517.00","","2.38%"
"24-02-2023","505.00","505.00","505.00","505.00","","2.43%"
"23-02-2023","493.00","493.00","493.00","493.00","","4.23%"
"22-02-2023","473.00","473.00","473.00","473.00","","2.38%"
"21-02-2023","462.00","462.00","462.00","462.00","","3.13%"
"20-02-2023","448.00","448.00","448.00","448.00","","2.28%"
"17-02-2023","438.00","438.00","438.00","438.00","","0.92%"
"16-02-2023","434.00","434.00","434.00","434.00","","0.70%"
"15-02-2023","431.00","431.00","431.00","431.00","","-0.23%"
"14-02-2023","432.00","432.00","432.00","432.00","","-0.69%"
"13-02-2023","435.00","435.00","435.00","435.00","","-0.23%"
"10-02-2023","436.00","436.00","436.00","436.00","","0.00%"
"09-02-2023","436.00","436.00","436.00","436.00","","-0.23%"
"08-02-2023","437.00","437.00","437.00","437.00","","0.00%"
"07-02-2023","437.00","437.00","437.00","437.00","","0.23%"
"06-02-2023","436.00","436.00","436.00","436.00","","0.00%"
"03-02-2023","436.00","436.00","436.00","436.00","","0.00%"
"02-02-2023","436.00","436.00","436.00","436.00","","0.23%"
"01-02-2023","435.00","435.00","435.00","435.00","","0.46%"
"31-01-2023","433.00","433.00","433.00","433.00","","0.23%"
"30-01-2023","432.00","432.00","432.00","432.00","","0.23%"
"27-01-2023","431.00","431.00","431.00","431.00","","-0.23%"
"26-01-2023","432.00","432.00","432.00","432.00","","-0.23%"
"25-01-2023","433.00","433.00","433.00","433.00","","0.00%"
"24-01-2023","433.00","433.00","433.00","433.00","","-0.23%"
"23-01-2023","434.00","434.00","434.00","434.00","","-1.59%"
"20-01-2023","441.00","441.00","441.00","441.00","","-1.78%"
"19-01-2023","449.00","449.00","449.00","449.00","","-1.97%"
"18-01-2023","458.00","458.00","458.00","458.00","","-2.14%"
"17-01-2023","468.00","468.00","468.00","468.00","","-4.10%"
"16-01-2023","488.00","488.00","488.00","488.00","","-2.40%"
"13-01-2023","500.00","500.00","500.00","500.00","","-1.57%"
"12-01-2023","508.00","508.00","508.00","508.00","","-2.50%"
"11-01-2023","521.00","521.00","521.00","521.00","","-2.43%"
"10-01-2023","534.00","534.00","534.00","534.00","","-1.48%"
"09-01-2023","542.00","542.00","542.00","542.00","","-1.81%"
"06-01-2023","552.00","552.00","552.00","552.00","","-3.33%"
"05-01-2023","571.00","571.00","571.00","571.00","","-3.22%"
"04-01-2023","590.00","590.00","590.00","590.00","","-3.91%"
"03-01-2023","614.00","614.00","614.00","614.00","","-7.39%"
"23-12-2022","663.00","663.00","663.00","663.00","","-1.19%"
"22-12-2022","671.00","671.00","671.00","671.00","","-1.76%"
"21-12-2022","683.00","683.00","683.00","683.00","","-1.16%"
"20-12-2022","691.00","691.00","691.00","691.00","","-1.43%"
"19-12-2022","701.00","701.00","701.00","701.00","","-0.57%"
"16-12-2022","705.00","705.00","705.00","705.00","","-1.12%"
"15-12-2022","713.00","713.00","713.00","713.00","","-0.83%"
"14-12-2022","719.00","719.00","719.00","719.00","","-0.96%"
"13-12-2022","726.00","726.00","726.00","726.00","","-0.41%"
"12-12-2022","729.00","729.00","729.00","729.00","","-0.41%"
"09-12-2022","732.00","732.00","732.00","732.00","","-0.14%"
"08-12-2022","733.00","733.00","733.00","733.00","","-0.27%"
"07-12-2022","735.00","735.00","735.00","735.00","","0.41%"
"06-12-2022","732.00","732.00","732.00","732.00","","-0.68%"
"05-12-2022","737.00","737.00","737.00","737.00","","-0.54%"
"02-12-2022","741.00","741.00","741.00","741.00","","-0.13%"
"01-12-2022","742.00","742.00","742.00","742.00","","-0.27%"
"30-11-2022","744.00","744.00","744.00","744.00","","-0.13%"
"29-11-2022","745.00","745.00","745.00","745.00","","-0.13%"
"28-11-2022","746.00","746.00","746.00","746.00","","0.13%"
"25-11-2022","745.00","745.00","745.00","745.00","","-0.27%"
"24-11-2022","747.00","747.00","747.00","747.00","","-0.66%"
"23-11-2022","752.00","752.00","752.00","752.00","","-0.13%"
"22-11-2022","753.00","753.00","753.00","753.00","","-0.53%"
"21-11-2022","757.00","757.00","757.00","757.00","","-0.79%"
"18-11-2022","763.00","763.00","763.00","763.00","","0.00%"
"17-11-2022","763.00","763.00","763.00","763.00","","-0.65%"
"16-11-2022","768.00","768.00","768.00","768.00","","-0.52%"
"15-11-2022","772.00","772.00","772.00","772.00","","-1.03%"
"14-11-2022","780.00","780.00","780.00","780.00","","-0.89%"
"11-11-2022","787.00","787.00","787.00","787.00","","-1.25%"
"10-11-2022","797.00","797.00","797.00","797.00","","-0.75%"
"09-11-2022","803.00","803.00","803.00","803.00","","-1.83%"
"08-11-2022","818.00","818.00","818.00","818.00","","-0.97%"
"07-11-2022","826.00","826.00","826.00","826.00","","-1.20%"
"04-11-2022","836.00","836.00","836.00","836.00","","-0.59%"
"03-11-2022","841.00","841.00","841.00","841.00","","-1.64%"
"02-11-2022","855.00","855.00","855.00","855.00","","-1.38%"
"01-11-2022","867.00","867.00","867.00","867.00","","-1.81%"
"31-10-2022","883.00","883.00","883.00","883.00","","-1.56%"
"28-10-2022","897.00","897.00","897.00","897.00","","-2.71%"
"27-10-2022","922.00","922.00","922.00","922.00","","-1.91%"
"26-10-2022","940.00","940.00","940.00","940.00","","-1.36%"
"25-10-2022","953.00","953.00","953.00","953.00","","-0.63%"
"24-10-2022","959.00","959.00","959.00","959.00","","-0.21%"
"21-10-2022","961.00","961.00","961.00","961.00","","-0.52%"
"20-10-2022","966.00","966.00","966.00","966.00","","-0.62%"
"19-10-2022","972.00","972.00","972.00","972.00","","-1.82%"
"18-10-2022","990.00","990.00","990.00","990.00","","-0.60%"
"17-10-2022","996.00","996.00","996.00","996.00","","-1.58%"
"14-10-2022","1,012.00","1,012.00","1,012.00","1,012.00","","-0.78%"
"13-10-2022","1,020.00","1,020.00","1,020.00","1,020.00","","-0.39%"
