"Date","Price","Open","High","Low","Vol.","Change %"
"03-01-2025","549.00","549.00","549.00","549.00","","-0.90%"
"02-01-2025","554.00","554.00","554.00","554.00","","-2.64%"
"24-12-2024","569.00","569.00","569.00","569.00","","-0.70%"
"23-12-2024","573.00","573.00","573.00","573.00","","-1.04%"
"20-12-2024","579.00","579.00","579.00","579.00","","-1.19%"
"19-12-2024","586.00","586.00","586.00","586.00","","-1.18%"
"18-12-2024","593.00","593.00","593.00","593.00","","-1.17%"
"17-12-2024","600.00","600.00","600.00","600.00","","-1.32%"
"16-12-2024","608.00","608.00","608.00","608.00","","-1.62%"
"13-12-2024","618.00","618.00","618.00","618.00","","-1.28%"
"12-12-2024","626.00","626.00","626.00","626.00","","-0.32%"
"11-12-2024","628.00","628.00","628.00","628.00","","-0.63%"
"10-12-2024","632.00","632.00","632.00","632.00","","-1.25%"
"09-12-2024","640.00","640.00","640.00","640.00","","-0.62%"
"06-12-2024","644.00","644.00","644.00","644.00","","-0.92%"
"05-12-2024","650.00","650.00","650.00","650.00","","-0.15%"
"04-12-2024","651.00","651.00","651.00","651.00","","-0.31%"
"03-12-2024","653.00","653.00","653.00","653.00","","-0.61%"
"02-12-2024","657.00","657.00","657.00","657.00","","-0.30%"
"29-11-2024","659.00","659.00","659.00","659.00","","-0.30%"
"28-11-2024","661.00","661.00","661.00","661.00","","-0.15%"
"27-11-2024","662.00","662.00","662.00","662.00","","-0.30%"
"26-11-2024","664.00","664.00","664.00","664.00","","-0.60%"
"25-11-2024","668.00","668.00","668.00","668.00","","-0.30%"
"22-11-2024","670.00","670.00","670.00","670.00","","-0.15%"
"21-11-2024","671.00","671.00","671.00","671.00","","-0.59%"
"20-11-2024","675.00","675.00","675.00","675.00","","-0.44%"
"19-11-2024","678.00","678.00","678.00","678.00","","-0.44%"
"18-11-2024","681.00","681.00","681.00","681.00","","-0.58%"
"15-11-2024","685.00","685.00","685.00","685.00","","-0.29%"
"14-11-2024","687.00","687.00","687.00","687.00","","-0.87%"
"13-11-2024","693.00","693.00","693.00","693.00","","-0.57%"
"12-11-2024","697.00","697.00","697.00","697.00","","-0.57%"
"11-11-2024","701.00","701.00","701.00","701.00","","-0.28%"
"08-11-2024","703.00","703.00","703.00","703.00","","-0.28%"
"07-11-2024","705.00","705.00","705.00","705.00","","-0.28%"
"06-11-2024","707.00","707.00","707.00","707.00","","-0.42%"
"05-11-2024","710.00","710.00","710.00","710.00","","-0.70%"
"04-11-2024","715.00","715.00","715.00","715.00","","-0.42%"
"01-11-2024","718.00","718.00","718.00","718.00","","-0.14%"
"31-10-2024","719.00","719.00","719.00","719.00","","-0.14%"
"30-10-2024","720.00","720.00","720.00","720.00","","-0.28%"
"29-10-2024","722.00","722.00","722.00","722.00","","-0.14%"
"28-10-2024","723.00","723.00","723.00","723.00","","-0.69%"
"25-10-2024","728.00","728.00","728.00","728.00","","0.14%"
"24-10-2024","727.00","727.00","727.00","727.00","","-0.55%"
"23-10-2024","731.00","731.00","731.00","731.00","","0.27%"
"22-10-2024","729.00","729.00","729.00","729.00","","0.41%"
"21-10-2024","726.00","726.00","726.00","726.00","","-0.14%"
"18-10-2024","727.00","727.00","727.00","727.00","","0.28%"
"17-10-2024","725.00","725.00","725.00","725.00","","0.28%"
"16-10-2024","723.00","723.00","723.00","723.00","","0.42%"
"15-10-2024","720.00","720.00","720.00","720.00","","0.14%"
"14-10-2024","719.00","719.00","719.00","719.00","","0.14%"
"11-10-2024","718.00","718.00","718.00","718.00","","0.14%"
"10-10-2024","717.00","717.00","717.00","717.00","","0.14%"
"09-10-2024","716.00","716.00","716.00","716.00","","-0.14%"
"08-10-2024","717.00","717.00","717.00","717.00","","0.28%"
"07-10-2024","715.00","715.00","715.00","715.00","","0.42%"
"04-10-2024","712.00","712.00","712.00","712.00","","0.00%"
"03-10-2024","712.00","712.00","712.00","712.00","","-0.14%"
"02-10-2024","713.00","713.00","713.00","713.00","","0.00%"
"01-10-2024","713.00","713.00","713.00","713.00","","0.28%"
"30-09-2024","711.00","711.00","711.00","711.00","","0.14%"
"27-09-2024","710.00","710.00","710.00","710.00","","-0.28%"
"26-09-2024","712.00","712.00","712.00","712.00","","-0.14%"
"25-09-2024","713.00","713.00","713.00","713.00","","0.28%"
"24-09-2024","711.00","711.00","711.00","711.00","","0.42%"
"23-09-2024","708.00","708.00","708.00","708.00","","0.14%"
"20-09-2024","707.00","707.00","707.00","707.00","","0.00%"
"19-09-2024","707.00","707.00","707.00","707.00","","0.14%"
"18-09-2024","706.00","706.00","706.00","706.00","","0.00%"
"17-09-2024","706.00","706.00","706.00","706.00","","-0.14%"
"16-09-2024","707.00","707.00","707.00","707.00","","0.00%"
"13-09-2024","707.00","707.00","707.00","707.00","","-0.28%"
"12-09-2024","709.00","709.00","709.00","709.00","","-0.14%"
"11-09-2024","710.00","710.00","710.00","710.00","","-0.56%"
"10-09-2024","714.00","714.00","714.00","714.00","","-0.70%"
"09-09-2024","719.00","719.00","719.00","719.00","","-0.69%"
"06-09-2024","724.00","724.00","724.00","724.00","","-0.41%"
"05-09-2024","727.00","727.00","727.00","727.00","","-0.68%"
"04-09-2024","732.00","732.00","732.00","732.00","","-0.68%"
"03-09-2024","737.00","737.00","737.00","737.00","","-0.54%"
"02-09-2024","741.00","741.00","741.00","741.00","","-0.40%"
"30-08-2024","744.00","744.00","744.00","744.00","","-0.13%"
"29-08-2024","745.00","745.00","745.00","745.00","","-0.13%"
"28-08-2024","746.00","746.00","746.00","746.00","","-0.27%"
"27-08-2024","748.00","748.00","748.00","748.00","","-0.66%"
"23-08-2024","753.00","753.00","753.00","753.00","","0.00%"
"22-08-2024","753.00","753.00","753.00","753.00","","-0.13%"
"21-08-2024","754.00","754.00","754.00","754.00","","-0.13%"
"20-08-2024","755.00","755.00","755.00","755.00","","0.13%"
"19-08-2024","754.00","754.00","754.00","754.00","","0.00%"
"16-08-2024","754.00","754.00","754.00","754.00","","-0.26%"
"15-08-2024","756.00","756.00","756.00","756.00","","-0.13%"
"14-08-2024","757.00","757.00","757.00","757.00","","0.13%"
"13-08-2024","756.00","756.00","756.00","756.00","","0.00%"
"12-08-2024","756.00","756.00","756.00","756.00","","0.13%"
"09-08-2024","755.00","755.00","755.00","755.00","","-0.13%"
"08-08-2024","756.00","756.00","756.00","756.00","","0.00%"
"07-08-2024","756.00","756.00","756.00","756.00","","-0.40%"
"06-08-2024","759.00","759.00","759.00","759.00","","0.13%"
"05-08-2024","758.00","758.00","758.00","758.00","","-0.13%"
"02-08-2024","759.00","759.00","759.00","759.00","","-0.26%"
"01-08-2024","761.00","761.00","761.00","761.00","","-0.13%"
"31-07-2024","762.00","762.00","762.00","762.00","","0.26%"
"30-07-2024","760.00","760.00","760.00","760.00","","0.13%"
"29-07-2024","759.00","759.00","759.00","759.00","","0.00%"
"26-07-2024","759.00","759.00","759.00","759.00","","-0.13%"
"25-07-2024","760.00","760.00","760.00","760.00","","0.26%"
"24-07-2024","758.00","758.00","758.00","758.00","","0.13%"
