"Date","Price","Open","High","Low","Vol.","Change %"
"10/02/2024","3,399.00","3,399.00","3,399.00","3,399.00","","-3.55%"
"10/01/2024","3,524.00","3,524.00","3,524.00","3,524.00","","-3.43%"
"09/30/2024","3,649.00","3,649.00","3,649.00","3,649.00","","-1.08%"
"09/27/2024","3,689.00","3,689.00","3,689.00","3,689.00","","3.04%"
"09/26/2024","3,580.00","3,580.00","3,580.00","3,580.00","","7.99%"
"09/25/2024","3,315.00","3,315.00","3,315.00","3,315.00","","0.42%"
"09/24/2024","3,301.00","3,301.00","3,301.00","3,301.00","","0.79%"
"09/23/2024","3,275.00","3,275.00","3,275.00","3,275.00","","1.24%"
"09/20/2024","3,235.00","3,235.00","3,235.00","3,235.00","","-0.55%"
"09/19/2024","3,253.00","3,253.00","3,253.00","3,253.00","","7.57%"
"09/18/2024","3,024.00","3,024.00","3,024.00","3,024.00","","-2.14%"
"09/17/2024","3,090.00","3,090.00","3,090.00","3,090.00","","-0.23%"
"09/16/2024","3,097.00","3,097.00","3,097.00","3,097.00","","0.26%"
"09/13/2024","3,089.00","3,089.00","3,089.00","3,089.00","","-4.22%"
"09/12/2024","3,225.00","3,225.00","3,225.00","3,225.00","","-4.44%"
"09/11/2024","3,375.00","3,375.00","3,375.00","3,375.00","","0.99%"
"09/10/2024","3,342.00","3,342.00","3,342.00","3,342.00","","-1.82%"
"09/09/2024","3,404.00","3,404.00","3,404.00","3,404.00","","1.43%"
"09/06/2024","3,356.00","3,356.00","3,356.00","3,356.00","","2.16%"
"09/05/2024","3,285.00","3,285.00","3,285.00","3,285.00","","1.89%"
"09/04/2024","3,224.00","3,224.00","3,224.00","3,224.00","","-3.73%"
"09/03/2024","3,349.00","3,349.00","3,349.00","3,349.00","","3.11%"
"09/02/2024","3,248.00","3,248.00","3,248.00","3,248.00","","4.81%"
"08/30/2024","3,099.00","3,099.00","3,099.00","3,099.00","","-0.64%"
"08/29/2024","3,119.00","3,119.00","3,119.00","3,119.00","","8.19%"
"08/28/2024","2,883.00","2,883.00","2,883.00","2,883.00","","4.65%"
"08/27/2024","2,755.00","2,755.00","2,755.00","2,755.00","","-3.37%"
"08/23/2024","2,851.00","2,851.00","2,851.00","2,851.00","","0.14%"
"08/22/2024","2,847.00","2,847.00","2,847.00","2,847.00","","2.12%"
"08/21/2024","2,788.00","2,788.00","2,788.00","2,788.00","","3.60%"
"08/20/2024","2,691.00","2,691.00","2,691.00","2,691.00","","3.74%"
"08/19/2024","2,594.00","2,594.00","2,594.00","2,594.00","","2.25%"
"08/16/2024","2,537.00","2,537.00","2,537.00","2,537.00","","-0.20%"
"08/15/2024","2,542.00","2,542.00","2,542.00","2,542.00","","-4.08%"
"08/14/2024","2,650.00","2,650.00","2,650.00","2,650.00","","6.98%"
"08/13/2024","2,477.00","2,477.00","2,477.00","2,477.00","","2.65%"
"08/12/2024","2,413.00","2,413.00","2,413.00","2,413.00","","-0.98%"
"08/09/2024","2,437.00","2,437.00","2,437.00","2,437.00","","-0.89%"
"08/08/2024","2,459.00","2,459.00","2,459.00","2,459.00","","-0.57%"
"08/07/2024","2,473.00","2,473.00","2,473.00","2,473.00","","2.96%"
"08/06/2024","2,402.00","2,402.00","2,402.00","2,402.00","","2.17%"
"08/05/2024","2,351.00","2,351.00","2,351.00","2,351.00","","1.03%"
"08/02/2024","2,327.00","2,327.00","2,327.00","2,327.00","","1.66%"
"08/01/2024","2,289.00","2,289.00","2,289.00","2,289.00","","-3.70%"
"07/31/2024","2,377.00","2,377.00","2,377.00","2,377.00","","-4.88%"
"07/30/2024","2,499.00","2,499.00","2,499.00","2,499.00","","-3.21%"
"07/29/2024","2,582.00","2,582.00","2,582.00","2,582.00","","-1.22%"
"07/26/2024","2,614.00","2,614.00","2,614.00","2,614.00","","-3.04%"
"07/25/2024","2,696.00","2,696.00","2,696.00","2,696.00","","-3.82%"
"07/24/2024","2,803.00","2,803.00","2,803.00","2,803.00","","-1.79%"
"07/23/2024","2,854.00","2,854.00","2,854.00","2,854.00","","-3.48%"
"07/22/2024","2,957.00","2,957.00","2,957.00","2,957.00","","-0.54%"
"07/19/2024","2,973.00","2,973.00","2,973.00","2,973.00","","-1.13%"
"07/18/2024","3,007.00","3,007.00","3,007.00","3,007.00","","2.28%"
"07/17/2024","2,940.00","2,940.00","2,940.00","2,940.00","","-5.13%"
"07/16/2024","3,099.00","3,099.00","3,099.00","3,099.00","","-5.03%"
"07/15/2024","3,263.00","3,263.00","3,263.00","3,263.00","","-1.00%"
"07/12/2024","3,296.00","3,296.00","3,296.00","3,296.00","","3.55%"
"07/11/2024","3,183.00","3,183.00","3,183.00","3,183.00","","-1.00%"
"07/10/2024","3,215.00","3,215.00","3,215.00","3,215.00","","3.08%"
"07/09/2024","3,119.00","3,119.00","3,119.00","3,119.00","","-4.79%"
"07/08/2024","3,276.00","3,276.00","3,276.00","3,276.00","","-1.89%"
"07/05/2024","3,339.00","3,339.00","3,339.00","3,339.00","","-4.22%"
"07/04/2024","3,486.00","3,486.00","3,486.00","3,486.00","","-2.63%"
"07/03/2024","3,580.00","3,580.00","3,580.00","3,580.00","","-7.92%"
"07/02/2024","3,888.00","3,888.00","3,888.00","3,888.00","","2.56%"
"07/01/2024","3,791.00","3,791.00","3,791.00","3,791.00","","10.11%"
"06/28/2024","3,443.00","3,443.00","3,443.00","3,443.00","","2.14%"
"06/27/2024","3,371.00","3,371.00","3,371.00","3,371.00","","7.19%"
"06/26/2024","3,145.00","3,145.00","3,145.00","3,145.00","","5.18%"
"06/25/2024","2,990.00","2,990.00","2,990.00","2,990.00","","-3.33%"
"06/24/2024","3,093.00","3,093.00","3,093.00","3,093.00","","-1.56%"
"06/21/2024","3,142.00","3,142.00","3,142.00","3,142.00","","2.05%"
"06/20/2024","3,079.00","3,079.00","3,079.00","3,079.00","","5.19%"
"06/19/2024","2,927.00","2,927.00","2,927.00","2,927.00","","-1.31%"
"06/18/2024","2,966.00","2,966.00","2,966.00","2,966.00","","0.95%"
"06/17/2024","2,938.00","2,938.00","2,938.00","2,938.00","","-0.64%"
"06/14/2024","2,957.00","2,957.00","2,957.00","2,957.00","","-0.94%"
"06/13/2024","2,985.00","2,985.00","2,985.00","2,985.00","","9.50%"
"06/12/2024","2,726.00","2,726.00","2,726.00","2,726.00","","-2.08%"
"06/11/2024","2,784.00","2,784.00","2,784.00","2,784.00","","-6.73%"
"06/10/2024","2,985.00","2,985.00","2,985.00","2,985.00","","-0.43%"
"06/07/2024","2,998.00","2,998.00","2,998.00","2,998.00","","0.71%"
"06/06/2024","2,977.00","2,977.00","2,977.00","2,977.00","","1.09%"
"06/05/2024","2,945.00","2,945.00","2,945.00","2,945.00","","3.73%"
"06/04/2024","2,839.00","2,839.00","2,839.00","2,839.00","","0.82%"
"06/03/2024","2,816.00","2,816.00","2,816.00","2,816.00","","-0.14%"
"05/31/2024","2,820.00","2,820.00","2,820.00","2,820.00","","2.55%"
"05/30/2024","2,750.00","2,750.00","2,750.00","2,750.00","","2.84%"
"05/29/2024","2,674.00","2,674.00","2,674.00","2,674.00","","2.53%"
"05/28/2024","2,608.00","2,608.00","2,608.00","2,608.00","","-0.19%"
"05/24/2024","2,613.00","2,613.00","2,613.00","2,613.00","","1.12%"
"05/23/2024","2,584.00","2,584.00","2,584.00","2,584.00","","0.00%"
"05/22/2024","2,584.00","2,584.00","2,584.00","2,584.00","","-2.67%"
"05/21/2024","2,655.00","2,655.00","2,655.00","2,655.00","","-1.96%"
"05/20/2024","2,708.00","2,708.00","2,708.00","2,708.00","","1.23%"
"05/17/2024","2,675.00","2,675.00","2,675.00","2,675.00","","4.57%"
"05/16/2024","2,558.00","2,558.00","2,558.00","2,558.00","","-5.22%"
"05/15/2024","2,699.00","2,699.00","2,699.00","2,699.00","","-7.92%"
"05/14/2024","2,931.00","2,931.00","2,931.00","2,931.00","","-5.69%"
"05/13/2024","3,108.00","3,108.00","3,108.00","3,108.00","","-5.59%"
"05/10/2024","3,292.00","3,292.00","3,292.00","3,292.00","","-3.32%"
"05/09/2024","3,405.00","3,405.00","3,405.00","3,405.00","","-3.84%"
"05/08/2024","3,541.00","3,541.00","3,541.00","3,541.00","","9.32%"
"05/07/2024","3,239.00","3,239.00","3,239.00","3,239.00","","21.17%"
"05/03/2024","2,673.00","2,673.00","2,673.00","2,673.00","","12.69%"
"05/02/2024","2,372.00","2,372.00","2,372.00","2,372.00","","12.10%"
"05/01/2024","2,116.00","2,116.00","2,116.00","2,116.00","","0.76%"
"04/30/2024","2,100.00","2,100.00","2,100.00","2,100.00","","0.96%"
"04/29/2024","2,080.00","2,080.00","2,080.00","2,080.00","","-4.24%"
"04/26/2024","2,172.00","2,172.00","2,172.00","2,172.00","","-2.60%"
"04/25/2024","2,230.00","2,230.00","2,230.00","2,230.00","","-4.90%"
"04/24/2024","2,345.00","2,345.00","2,345.00","2,345.00","","-4.60%"
"04/23/2024","2,458.00","2,458.00","2,458.00","2,458.00","","-9.03%"
"04/22/2024","2,702.00","2,702.00","2,702.00","2,702.00","","-4.83%"
"04/19/2024","2,839.00","2,839.00","2,839.00","2,839.00","","-0.21%"
"04/18/2024","2,845.00","2,845.00","2,845.00","2,845.00","","3.08%"
"04/17/2024","2,760.00","2,760.00","2,760.00","2,760.00","","4.90%"
"04/16/2024","2,631.00","2,631.00","2,631.00","2,631.00","","4.03%"
"04/15/2024","2,529.00","2,529.00","2,529.00","2,529.00","","-0.90%"
"04/12/2024","2,552.00","2,552.00","2,552.00","2,552.00","","3.11%"
"04/11/2024","2,475.00","2,475.00","2,475.00","2,475.00","","12.40%"
"04/10/2024","2,202.00","2,202.00","2,202.00","2,202.00","","2.28%"
"04/09/2024","2,153.00","2,153.00","2,153.00","2,153.00","","-2.05%"
"04/08/2024","2,198.00","2,198.00","2,198.00","2,198.00","","-3.34%"
"04/05/2024","2,274.00","2,274.00","2,274.00","2,274.00","","-3.40%"
"04/04/2024","2,354.00","2,354.00","2,354.00","2,354.00","","-3.41%"
"04/03/2024","2,437.00","2,437.00","2,437.00","2,437.00","","1.80%"
"04/02/2024","2,394.00","2,394.00","2,394.00","2,394.00","","-9.22%"
"03/28/2024","2,637.00","2,637.00","2,637.00","2,637.00","","-0.04%"
"03/27/2024","2,638.00","2,638.00","2,638.00","2,638.00","","-11.00%"
"03/26/2024","2,964.00","2,964.00","2,964.00","2,964.00","","-10.05%"
"03/25/2024","3,295.00","3,295.00","3,295.00","3,295.00","","-5.37%"
"03/22/2024","3,482.00","3,482.00","3,482.00","3,482.00","","-2.95%"
"03/21/2024","3,588.00","3,588.00","3,588.00","3,588.00","","-2.76%"
"03/20/2024","3,690.00","3,690.00","3,690.00","3,690.00","","-7.52%"
"03/19/2024","3,990.00","3,990.00","3,990.00","3,990.00","","-2.42%"
"03/18/2024","4,089.00","4,089.00","4,089.00","4,089.00","","1.74%"
"03/15/2024","4,019.00","4,019.00","4,019.00","4,019.00","","-0.57%"
"03/14/2024","4,042.00","4,042.00","4,042.00","4,042.00","","-3.51%"
"03/13/2024","4,189.00","4,189.00","4,189.00","4,189.00","","2.37%"
"03/12/2024","4,092.00","4,092.00","4,092.00","4,092.00","","-5.15%"
"03/11/2024","4,314.00","4,314.00","4,314.00","4,314.00","","1.63%"
"03/08/2024","4,245.00","4,245.00","4,245.00","4,245.00","","6.69%"
"03/07/2024","3,979.00","3,979.00","3,979.00","3,979.00","","5.57%"
"03/06/2024","3,769.00","3,769.00","3,769.00","3,769.00","","-9.14%"
"03/05/2024","4,148.00","4,148.00","4,148.00","4,148.00","","-1.36%"
"03/04/2024","4,205.00","4,205.00","4,205.00","4,205.00","","5.73%"
"03/01/2024","3,977.00","3,977.00","3,977.00","3,977.00","","6.25%"
"02/29/2024","3,743.00","3,743.00","3,743.00","3,743.00","","4.09%"
"02/28/2024","3,596.00","3,596.00","3,596.00","3,596.00","","11.54%"
"02/27/2024","3,224.00","3,224.00","3,224.00","3,224.00","","1.93%"
"02/26/2024","3,163.00","3,163.00","3,163.00","3,163.00","","0.57%"
"02/23/2024","3,145.00","3,145.00","3,145.00","3,145.00","","12.72%"
"02/22/2024","2,790.00","2,790.00","2,790.00","2,790.00","","9.71%"
"02/21/2024","2,543.00","2,543.00","2,543.00","2,543.00","","5.56%"
"02/20/2024","2,409.00","2,409.00","2,409.00","2,409.00","","-1.95%"
"02/19/2024","2,457.00","2,457.00","2,457.00","2,457.00","","0.37%"
"02/16/2024","2,448.00","2,448.00","2,448.00","2,448.00","","2.26%"
"02/15/2024","2,394.00","2,394.00","2,394.00","2,394.00","","-1.72%"
"02/14/2024","2,436.00","2,436.00","2,436.00","2,436.00","","-1.62%"
"02/13/2024","2,476.00","2,476.00","2,476.00","2,476.00","","0.94%"
"02/12/2024","2,453.00","2,453.00","2,453.00","2,453.00","","3.02%"
"02/09/2024","2,381.00","2,381.00","2,381.00","2,381.00","","8.42%"
"02/08/2024","2,196.00","2,196.00","2,196.00","2,196.00","","-2.96%"
"02/07/2024","2,263.00","2,263.00","2,263.00","2,263.00","","-4.56%"
"02/06/2024","2,371.00","2,371.00","2,371.00","2,371.00","","10.69%"
"02/05/2024","2,142.00","2,142.00","2,142.00","2,142.00","","5.52%"
"02/02/2024","2,030.00","2,030.00","2,030.00","2,030.00","","5.51%"
"02/01/2024","1,924.00","1,924.00","1,924.00","1,924.00","","1.75%"
"01/31/2024","1,891.00","1,891.00","1,891.00","1,891.00","","3.67%"
"01/30/2024","1,824.00","1,824.00","1,824.00","1,824.00","","-7.41%"
"01/29/2024","1,970.00","1,970.00","1,970.00","1,970.00","","-7.73%"
"01/26/2024","2,135.00","2,135.00","2,135.00","2,135.00","","2.35%"
"01/25/2024","2,086.00","2,086.00","2,086.00","2,086.00","","-2.75%"
"01/24/2024","2,145.00","2,145.00","2,145.00","2,145.00","","2.19%"
"01/23/2024","2,099.00","2,099.00","2,099.00","2,099.00","","-7.61%"
"01/22/2024","2,272.00","2,272.00","2,272.00","2,272.00","","1.25%"
"01/19/2024","2,244.00","2,244.00","2,244.00","2,244.00","","21.10%"
"01/18/2024","1,853.00","1,853.00","1,853.00","1,853.00","","6.92%"
"01/17/2024","1,733.00","1,733.00","1,733.00","1,733.00","","-2.59%"
"01/16/2024","1,779.00","1,779.00","1,779.00","1,779.00","","-5.37%"
"01/15/2024","1,880.00","1,880.00","1,880.00","1,880.00","","-13.44%"
"01/12/2024","2,172.00","2,172.00","2,172.00","2,172.00","","-10.40%"
"01/11/2024","2,424.00","2,424.00","2,424.00","2,424.00","","-10.09%"
"01/10/2024","2,696.00","2,696.00","2,696.00","2,696.00","","-17.02%"
"01/09/2024","3,249.00","3,249.00","3,249.00","3,249.00","","-9.72%"
"01/08/2024","3,599.00","3,599.00","3,599.00","3,599.00","","-5.24%"
"01/05/2024","3,798.00","3,798.00","3,798.00","3,798.00","","4.03%"
"01/04/2024","3,651.00","3,651.00","3,651.00","3,651.00","","2.30%"
"01/03/2024","3,569.00","3,569.00","3,569.00","3,569.00","","2.44%"
"01/02/2024","3,484.00","3,484.00","3,484.00","3,484.00","","2.53%"
"12/22/2023","3,398.00","3,398.00","3,398.00","3,398.00","","1.10%"
"12/21/2023","3,361.00","3,361.00","3,361.00","3,361.00","","-4.79%"
"12/20/2023","3,530.00","3,530.00","3,530.00","3,530.00","","-5.36%"
"12/19/2023","3,730.00","3,730.00","3,730.00","3,730.00","","-5.23%"
"12/18/2023","3,936.00","3,936.00","3,936.00","3,936.00","","-4.30%"
"12/15/2023","4,113.00","4,113.00","4,113.00","4,113.00","","-3.81%"
"12/14/2023","4,276.00","4,276.00","4,276.00","4,276.00","","-0.70%"
"12/13/2023","4,306.00","4,306.00","4,306.00","4,306.00","","-6.23%"
"12/12/2023","4,592.00","4,592.00","4,592.00","4,592.00","","4.41%"
"12/11/2023","4,398.00","4,398.00","4,398.00","4,398.00","","3.26%"
"12/08/2023","4,259.00","4,259.00","4,259.00","4,259.00","","1.33%"
"12/07/2023","4,203.00","4,203.00","4,203.00","4,203.00","","-18.56%"
"12/06/2023","5,161.00","5,161.00","5,161.00","5,161.00","","-13.20%"
"12/05/2023","5,946.00","5,946.00","5,946.00","5,946.00","","-9.66%"
"12/04/2023","6,582.00","6,582.00","6,582.00","6,582.00","","5.53%"
"12/01/2023","6,237.00","6,237.00","6,237.00","6,237.00","","10.80%"
"11/30/2023","5,629.00","5,629.00","5,629.00","5,629.00","","11.69%"
"11/29/2023","5,040.00","5,040.00","5,040.00","5,040.00","","20.60%"
"11/28/2023","4,179.00","4,179.00","4,179.00","4,179.00","","9.43%"
"11/27/2023","3,819.00","3,819.00","3,819.00","3,819.00","","12.82%"
"11/24/2023","3,385.00","3,385.00","3,385.00","3,385.00","","26.35%"
"11/23/2023","2,679.00","2,679.00","2,679.00","2,679.00","","10.93%"
"11/22/2023","2,415.00","2,415.00","2,415.00","2,415.00","","-6.61%"
"11/21/2023","2,586.00","2,586.00","2,586.00","2,586.00","","-4.47%"
"11/20/2023","2,707.00","2,707.00","2,707.00","2,707.00","","-2.03%"
"11/17/2023","2,763.00","2,763.00","2,763.00","2,763.00","","3.72%"
"11/16/2023","2,664.00","2,664.00","2,664.00","2,664.00","","3.50%"
"11/15/2023","2,574.00","2,574.00","2,574.00","2,574.00","","0.00%"
"11/14/2023","2,574.00","2,574.00","2,574.00","2,574.00","","-1.27%"
"11/13/2023","2,607.00","2,607.00","2,607.00","2,607.00","","0.70%"
"11/10/2023","2,589.00","2,589.00","2,589.00","2,589.00","","4.14%"
"11/09/2023","2,486.00","2,486.00","2,486.00","2,486.00","","7.25%"
"11/08/2023","2,318.00","2,318.00","2,318.00","2,318.00","","-4.49%"
"11/07/2023","2,427.00","2,427.00","2,427.00","2,427.00","","4.66%"
"11/06/2023","2,319.00","2,319.00","2,319.00","2,319.00","","8.72%"
"11/03/2023","2,133.00","2,133.00","2,133.00","2,133.00","","13.28%"
"11/02/2023","1,883.00","1,883.00","1,883.00","1,883.00","","-0.84%"
"11/01/2023","1,899.00","1,899.00","1,899.00","1,899.00","","-5.99%"
"10/31/2023","2,020.00","2,020.00","2,020.00","2,020.00","","-3.40%"
"10/30/2023","2,091.00","2,091.00","2,091.00","2,091.00","","-6.06%"
"10/27/2023","2,226.00","2,226.00","2,226.00","2,226.00","","-9.70%"
"10/26/2023","2,465.00","2,465.00","2,465.00","2,465.00","","-16.16%"
"10/25/2023","2,940.00","2,940.00","2,940.00","2,940.00","","-10.26%"
"10/24/2023","3,276.00","3,276.00","3,276.00","3,276.00","","-5.67%"
"10/23/2023","3,473.00","3,473.00","3,473.00","3,473.00","","-2.33%"
"10/20/2023","3,556.00","3,556.00","3,556.00","3,556.00","","-2.12%"
"10/19/2023","3,633.00","3,633.00","3,633.00","3,633.00","","-3.09%"
"10/18/2023","3,749.00","3,749.00","3,749.00","3,749.00","","2.46%"
"10/17/2023","3,659.00","3,659.00","3,659.00","3,659.00","","7.05%"
"10/16/2023","3,418.00","3,418.00","3,418.00","3,418.00","","2.74%"
"10/13/2023","3,327.00","3,327.00","3,327.00","3,327.00","","1.49%"
"10/12/2023","3,278.00","3,278.00","3,278.00","3,278.00","","-0.79%"
"10/11/2023","3,304.00","3,304.00","3,304.00","3,304.00","","-3.42%"
"10/10/2023","3,421.00","3,421.00","3,421.00","3,421.00","","-1.84%"
"10/09/2023","3,485.00","3,485.00","3,485.00","3,485.00","","5.32%"
"10/06/2023","3,309.00","3,309.00","3,309.00","3,309.00","","10.97%"
"10/05/2023","2,982.00","2,982.00","2,982.00","2,982.00","","6.46%"
"10/04/2023","2,801.00","2,801.00","2,801.00","2,801.00","","1.01%"
"10/03/2023","2,773.00","2,773.00","2,773.00","2,773.00","","6.25%"
"10/02/2023","2,610.00","2,610.00","2,610.00","2,610.00","","5.50%"
"09/29/2023","2,474.00","2,474.00","2,474.00","2,474.00","","-0.76%"
"09/28/2023","2,493.00","2,493.00","2,493.00","2,493.00","","-3.22%"
"09/27/2023","2,576.00","2,576.00","2,576.00","2,576.00","","7.60%"
"09/26/2023","2,394.00","2,394.00","2,394.00","2,394.00","","11.45%"
"09/25/2023","2,148.00","2,148.00","2,148.00","2,148.00","","3.12%"
"09/22/2023","2,083.00","2,083.00","2,083.00","2,083.00","","3.79%"
"09/21/2023","2,007.00","2,007.00","2,007.00","2,007.00","","-2.90%"
"09/20/2023","2,067.00","2,067.00","2,067.00","2,067.00","","6.44%"
"09/19/2023","1,942.00","1,942.00","1,942.00","1,942.00","","11.03%"
"09/18/2023","1,749.00","1,749.00","1,749.00","1,749.00","","9.18%"
"09/15/2023","1,602.00","1,602.00","1,602.00","1,602.00","","5.95%"
"09/14/2023","1,512.00","1,512.00","1,512.00","1,512.00","","6.78%"
"09/13/2023","1,416.00","1,416.00","1,416.00","1,416.00","","6.47%"
"09/12/2023","1,330.00","1,330.00","1,330.00","1,330.00","","0.45%"
"09/11/2023","1,324.00","1,324.00","1,324.00","1,324.00","","2.72%"
"09/08/2023","1,289.00","1,289.00","1,289.00","1,289.00","","8.41%"
"09/07/2023","1,189.00","1,189.00","1,189.00","1,189.00","","14.99%"
"09/06/2023","1,034.00","1,034.00","1,034.00","1,034.00","","3.71%"
"09/05/2023","997.00","997.00","997.00","997.00","","-7.00%"
"09/04/2023","1,072.00","1,072.00","1,072.00","1,072.00","","3.88%"
"09/01/2023","1,032.00","1,032.00","1,032.00","1,032.00","","-5.67%"
"08/31/2023","1,094.00","1,094.00","1,094.00","1,094.00","","-2.58%"
"08/30/2023","1,123.00","1,123.00","1,123.00","1,123.00","","-6.80%"
"08/29/2023","1,205.00","1,205.00","1,205.00","1,205.00","","2.64%"
"08/25/2023","1,174.00","1,174.00","1,174.00","1,174.00","","-6.75%"
"08/24/2023","1,259.00","1,259.00","1,259.00","1,259.00","","-7.70%"
"08/23/2023","1,364.00","1,364.00","1,364.00","1,364.00","","-6.64%"
"08/22/2023","1,461.00","1,461.00","1,461.00","1,461.00","","-5.01%"
"08/21/2023","1,538.00","1,538.00","1,538.00","1,538.00","","-3.75%"
"08/18/2023","1,598.00","1,598.00","1,598.00","1,598.00","","-4.02%"
"08/17/2023","1,665.00","1,665.00","1,665.00","1,665.00","","-2.12%"
"08/16/2023","1,701.00","1,701.00","1,701.00","1,701.00","","6.51%"
"08/15/2023","1,597.00","1,597.00","1,597.00","1,597.00","","1.72%"
"08/14/2023","1,570.00","1,570.00","1,570.00","1,570.00","","-1.38%"
"08/11/2023","1,592.00","1,592.00","1,592.00","1,592.00","","-4.90%"
"08/10/2023","1,674.00","1,674.00","1,674.00","1,674.00","","-4.45%"
"08/09/2023","1,752.00","1,752.00","1,752.00","1,752.00","","-1.74%"
"08/08/2023","1,783.00","1,783.00","1,783.00","1,783.00","","-2.67%"
"08/07/2023","1,832.00","1,832.00","1,832.00","1,832.00","","0.77%"
"08/04/2023","1,818.00","1,818.00","1,818.00","1,818.00","","0.83%"
"08/03/2023","1,803.00","1,803.00","1,803.00","1,803.00","","-0.28%"
"08/02/2023","1,808.00","1,808.00","1,808.00","1,808.00","","-5.83%"
"08/01/2023","1,920.00","1,920.00","1,920.00","1,920.00","","2.51%"
"07/31/2023","1,873.00","1,873.00","1,873.00","1,873.00","","2.35%"
"07/28/2023","1,830.00","1,830.00","1,830.00","1,830.00","","1.61%"
"07/27/2023","1,801.00","1,801.00","1,801.00","1,801.00","","3.86%"
"07/26/2023","1,734.00","1,734.00","1,734.00","1,734.00","","21.77%"
"07/25/2023","1,424.00","1,424.00","1,424.00","1,424.00","","0.14%"
"07/24/2023","1,422.00","1,422.00","1,422.00","1,422.00","","-1.39%"
"07/21/2023","1,442.00","1,442.00","1,442.00","1,442.00","","1.48%"
"07/20/2023","1,421.00","1,421.00","1,421.00","1,421.00","","-3.20%"
"07/19/2023","1,468.00","1,468.00","1,468.00","1,468.00","","-3.99%"
"07/18/2023","1,529.00","1,529.00","1,529.00","1,529.00","","-5.27%"
"07/17/2023","1,614.00","1,614.00","1,614.00","1,614.00","","-2.48%"
"07/14/2023","1,655.00","1,655.00","1,655.00","1,655.00","","-2.13%"
"07/13/2023","1,691.00","1,691.00","1,691.00","1,691.00","","1.56%"
"07/12/2023","1,665.00","1,665.00","1,665.00","1,665.00","","7.42%"
"07/11/2023","1,550.00","1,550.00","1,550.00","1,550.00","","-0.32%"
"07/10/2023","1,555.00","1,555.00","1,555.00","1,555.00","","2.17%"
"07/07/2023","1,522.00","1,522.00","1,522.00","1,522.00","","2.91%"
"07/06/2023","1,479.00","1,479.00","1,479.00","1,479.00","","0.27%"
"07/05/2023","1,475.00","1,475.00","1,475.00","1,475.00","","-7.87%"
"07/04/2023","1,601.00","1,601.00","1,601.00","1,601.00","","-3.03%"
"07/03/2023","1,651.00","1,651.00","1,651.00","1,651.00","","-3.11%"
"06/30/2023","1,704.00","1,704.00","1,704.00","1,704.00","","-3.13%"
"06/29/2023","1,759.00","1,759.00","1,759.00","1,759.00","","-3.46%"
"06/28/2023","1,822.00","1,822.00","1,822.00","1,822.00","","-5.94%"
"06/27/2023","1,937.00","1,937.00","1,937.00","1,937.00","","-6.65%"
"06/26/2023","2,075.00","2,075.00","2,075.00","2,075.00","","-0.24%"
"06/23/2023","2,080.00","2,080.00","2,080.00","2,080.00","","4.47%"
"06/22/2023","1,991.00","1,991.00","1,991.00","1,991.00","","15.09%"
"06/21/2023","1,730.00","1,730.00","1,730.00","1,730.00","","12.34%"
"06/20/2023","1,540.00","1,540.00","1,540.00","1,540.00","","3.22%"
"06/19/2023","1,492.00","1,492.00","1,492.00","1,492.00","","-2.36%"
"06/16/2023","1,528.00","1,528.00","1,528.00","1,528.00","","-4.44%"
"06/15/2023","1,599.00","1,599.00","1,599.00","1,599.00","","1.20%"
"06/14/2023","1,580.00","1,580.00","1,580.00","1,580.00","","-0.44%"
"06/13/2023","1,587.00","1,587.00","1,587.00","1,587.00","","3.59%"
"06/12/2023","1,532.00","1,532.00","1,532.00","1,532.00","","1.19%"
"06/09/2023","1,514.00","1,514.00","1,514.00","1,514.00","","3.70%"
"06/08/2023","1,460.00","1,460.00","1,460.00","1,460.00","","5.26%"
"06/07/2023","1,387.00","1,387.00","1,387.00","1,387.00","","0.29%"
"06/06/2023","1,383.00","1,383.00","1,383.00","1,383.00","","17.40%"
"06/05/2023","1,178.00","1,178.00","1,178.00","1,178.00","","5.56%"
"06/02/2023","1,116.00","1,116.00","1,116.00","1,116.00","","-2.45%"
"06/01/2023","1,144.00","1,144.00","1,144.00","1,144.00","","-6.08%"
"05/31/2023","1,218.00","1,218.00","1,218.00","1,218.00","","-23.59%"
"05/30/2023","1,594.00","1,594.00","1,594.00","1,594.00","","-5.29%"
"05/26/2023","1,683.00","1,683.00","1,683.00","1,683.00","","-4.27%"
"05/25/2023","1,758.00","1,758.00","1,758.00","1,758.00","","-8.91%"
"05/24/2023","1,930.00","1,930.00","1,930.00","1,930.00","","-5.39%"
"05/23/2023","2,040.00","2,040.00","2,040.00","2,040.00","","-1.21%"
"05/22/2023","2,065.00","2,065.00","2,065.00","2,065.00","","-1.90%"
"05/19/2023","2,105.00","2,105.00","2,105.00","2,105.00","","-1.73%"
"05/18/2023","2,142.00","2,142.00","2,142.00","2,142.00","","-1.92%"
"05/17/2023","2,184.00","2,184.00","2,184.00","2,184.00","","-4.84%"
"05/16/2023","2,295.00","2,295.00","2,295.00","2,295.00","","-3.77%"
"05/15/2023","2,385.00","2,385.00","2,385.00","2,385.00","","-2.89%"
"05/12/2023","2,456.00","2,456.00","2,456.00","2,456.00","","-4.29%"
"05/11/2023","2,566.00","2,566.00","2,566.00","2,566.00","","-2.43%"
"05/10/2023","2,630.00","2,630.00","2,630.00","2,630.00","","4.82%"
